batch;code;strength;size;start;api_code;api_batch;smcc_batch;lactose_batch;starch_batch;api_water;api_total_impurities;api_l_impurity;api_content;api_ps01;api_ps05;api_ps09;lactose_water;lactose_sieve0045;lactose_sieve015;lactose_sieve025;smcc_water;smcc_td;smcc_bd;smcc_ps01;smcc_ps05;smcc_ps09;starch_ph;starch_water;tbl_min_thickness;tbl_max_thickness;fct_min_thickness;fct_max_thickness;tbl_min_weight;tbl_max_weight;tbl_rsd_weight;fct_rsd_weight;tbl_min_hardness;tbl_max_hardness;tbl_av_hardness;fct_min_hardness;fct_max_hardness;fct_av_hardness;tbl_max_diameter;fct_max_diameter;tbl_tensile;fct_tensile;tbl_yield;batch_yield;dissolution_av;dissolution_min;resodual_solvent;impurities_total;impurity_o;impurity_l
863;13;10M;1920000;jan.21;3;209;16;19;15;            ;                                          ;                                                    ;94.2;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.2;3.3;3.2;3.4;110;115;1.06;1.12;25;72;58;62.72;80.36;69.58;6.1;6.1;1.835204926;2.136859756;98.958;98.958;88.83;83;0.03;0.05;0.05;0.05
864;13;10M;1920000;jan.21;3;210;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.1;3.3;3.3;3.4;111;115;0.92;0.91;42;64;51;50.96;68.6;62.72;6.1;6.1;1.613714676;1.926183442;98.768;98.674;95.17;91;0.02;0.05;0.05;0.05
865;13;10M;1920000;jan.21;3;210;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.1;3.2;3.4;3.4;111;114;0.93;0.76;38;57;47;47.04;62.72;57.82;6.1;6.1;1.53362222;1.775700361;98.72;98.627;90.67;86;0.03;0.05;0.05;0.05
866;13;10M;1920000;jan.21;3;210;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.2;3.2;3.3;3.4;111;115;0.91;0.87;22;70;56;64.68;74.48;69.58;6;6.1;1.857749469;2.136859756;99.241;99.053;91;82;0.04;0.05;0.05;0.05
867;13;10M;1920000;jan.21;3;210;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.1;3.3;3.3;3.4;111;115;0.97;1.13;17;70;54;53.9;85.26;68.6;6.1;6.1;1.708639069;2.10676314;99.053;99.053;91;85;0.03;0.05;0.05;0.05
868;13;10M;1920000;jan.21;3;211;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.2;3.3;3.4;3.4;112;114;0.95;0.62;16;57;47;52.92;68.6;60.76;6.1;6.1;1.487148819;1.865990209;98.768;98.674;92.17;86;0.03;0.05;0.05;0.05
869;13;10M;1920000;jan.21;3;211;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;3.1;3.3;3.3;3.4;110;115;1.06;1.13;25;63;47;54.88;74.48;64.68;6.1;6.1;1.487148819;1.986376675;99.242;99.148;93.33;86;0.06;0.05;0.05;0.05
870;17;20M;960000;jan.21;3;211;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;224;232;2.21;1.02;39;54;46;78.4;94.08;86.24;8;8.1;0.893273264;1.614636576;98.053;97.775;88.33;82;0.1;0.05;0.05;0.05
871;17;20M;960000;jan.21;3;211;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.2;4.1;4.2;222;232;0.96;1.45;36;58;44;82.32;98;89.18;8;8.1;0.834091598;1.669681004;97.655;98.58;92.33;90;0.06;0.05;0.05;0.05
872;17;20M;960000;jan.21;3;211;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4.1;4.2;4.1;4.2;222;230;1.13;0.99;33;56;43;72.52;101.92;85.26;8;8.1;0.815134971;1.596288433;98.955;98.674;90.17;84;0.05;0.1;0.05;0.05
873;17;20M;960000;jan.21;3;212;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.2;221;233;1.09;1.29;35;53;45;66.64;101.92;83.3;8;8.1;0.87385428;1.559592147;98.816;98.816;91;85;0.14;0.05;0.05;0.05
874;17;20M;960000;jan.21;3;212;16;19;15;            ;                                          ;                                                    ;94.4;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.1;220;229;0.96;1.08;39;53;45;66.64;99.96;86.24;8;8.1;0.87385428;1.654017956;98.768;98.674;86.67;80;0.07;0.05;0.05;0.05
875;17;20M;960000;jan.21;3;220;16;19;15;1.8;0.27;                                                    ;94;3;35;139;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.1;223;230;1.07;0.9;38;62;47;72.52;92.12;82.32;8.1;8.1;0.901424442;1.578835321;98.814;98.627;88.17;82;0.08;0.11;0.06;0.05
876;17;20M;960000;jan.21;3;220;16;19;15;1.8;0.27;                                                    ;94;3;35;139;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.1;223;231;1.18;1.19;38;58;48;79.38;98;89.18;8;8.1;0.932111232;1.710404931;98.245;98.059;88.5;81;0.09;0.05;0.05;0.05
877;17;20M;960000;jan.21;3;220;16;19;15;1.8;0.27;                                                    ;94;3;35;139;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.1;222;231;2.7;0.96;35;58;47;74.48;98;84.28;8;8.1;0.912692248;1.616426638;98.011;98.011;91.17;82;0.14;0.11;0.06;0.05
878;17;20M;960000;jan.21;3;220;16;19;15;1.8;0.27;                                                    ;94;3;35;139;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;219;230;1.13;1.11;35;56;44;72.52;88.2;79.38;8;8.1;0.854435296;1.486199575;98.435;98.248;89;83;0.14;0.12;0.05;0.06
879;15;40M;1100000;jan.21;3;222;16;19;15;1.3;0.34;                                                    ;94.1;4;40;154;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.3;5.4;5.4;5.5;445;459;1.05;1.03;69;111;87;88.2;125.44;112.7;10.1;10.2;1.016025169;1.279562201;99.213;99.008;87.83;83;0.13;0.05;0.05;0.05
880;15;40M;1100000;jan.21;3;222;16;19;15;1.3;0.34;                                                    ;94.1;4;40;154;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.2;5.4;5.4;5.5;445;458;1.05;0.91;74;116;94;96.04;121.52;110.74;10;10.2;1.108752064;1.257308946;99.317;99.215;89.33;86;0.11;0.06;0.05;0.05
881;15;40M;1100000;jan.21;3;222;16;19;15;1.3;0.34;                                                    ;94.1;4;40;154;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.3;5.4;5.4;5.5;442;461;1.04;1.11;73;112;92;99.96;128.38;112.7;10.1;10.2;1.074417421;1.279562201;99.586;99.483;89.17;84;0.02;0.06;0.05;0.05
882;15;40M;1100000;jan.21;3;223;16;19;15;1.9;0.39;                                                    ;93.9;4;46;185;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.3;5.4;5.4;5.5;442;462;0.83;1.21;64;105;85;94.08;118.58;105.84;10.1;10.1;0.992668269;1.213573587;98.923;98.719;87.33;83;0.05;0.11;0.05;0.05
883;15;40M;1100000;jan.21;3;224;16;19;15;            ;                                          ;                                                    ;93.9;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.3;5.4;5.4;5.5;441;460;0.95;0.91;68;103;83;92.12;125.44;106.82;10.1;10.2;0.969311369;1.212802434;98.78;98.678;87.33;82;0.06;0.05;0.05;0.05
884;15;40M;1100000;jan.21;3;224;16;19;15;            ;                                          ;                                                    ;93.9;                                             ;                                             ;                                             ;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.3;5.4;5.4;5.5;442;458;0.99;1.12;65;101;82;98;121.52;107.8;10;10.1;0.967209247;1.236047172;98.821;98.719;89.67;87;0.1;0.06;0.05;0.05
885;15;40M;1100000;jan.21;3;225;16;19;15;1.7;0.38;                                                    ;94.1;4;49;189;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;5.2;5.4;5.4;5.4;445;457;1.1;0.82;75;117;94;106.82;127.4;114.66;10.1;10.1;1.097774321;1.339051103;99.463;99.463;91.83;89;0.04;0.06;0.05;0.05
886;17;20M;960000;feb.21;3;225;16;19;15;1.7;0.38;                                                    ;94.1;4;49;189;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.1;221;229;1.11;0.94;21;57;46;72.52;88.2;79.38;8.1;8.1;0.882245199;1.522448346;97.491;97.491;92.67;89;0.02;0.05;0.05;0.05
887;17;20M;960000;feb.21;3;225;16;19;15;1.7;0.38;                                                    ;94.1;4;49;189;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4;4.1;223;230;0.92;0.77;37;55;47;66.64;83.3;75.46;8.1;8.1;0.901424442;1.447265711;98.392;98.485;95.33;92;0.02;0.05;0.05;0.05
888;17;20M;960000;feb.21;3;226;16;19;15;1.4;0.41;                                                    ;94.4;4;47;177;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.1;221;229;0.92;0.9;36;52;46;60.76;84.28;71.54;8;8.1;0.893273264;1.372083077;98.442;98.722;93.33;87;0.02;0.06;0.05;0.05
890;23;20M;960000;feb.21;5;213;16;19;15;0.68;0.17;0.06;95.4;1.59;39.1;163.67;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4;4;4.1;219;232;1.06;1.31;43;63;51;72.52;86.24;77.42;8.1;8.1;1.002594952;1.484857028;98.389;98.295;91.33;88;0.15;0.23;0.05;0.11
891;23;20M;960000;feb.21;5;213;16;19;15;0.68;0.17;0.06;95.4;1.59;39.1;163.67;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;221;234;1.11;1.28;33;50;43;56.84;72.52;67.62;8.1;8.1;0.824707469;1.266021861;98.483;98.39;92.33;90;0.14;0.23;0.05;0.1
892;23;20M;960000;feb.21;5;214;16;19;15;0.94;0.24;0.07;95.1;1.32;24.46;132.56;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;220;233;1.11;1.35;38;58;46;64.68;84.28;73.5;8.1;8.1;0.882245199;1.376110718;98.674;98.674;94.17;89;0.13;0.29;0.05;0.11
893;23;20M;960000;feb.21;5;214;16;19;15;0.94;0.24;0.07;95.1;1.32;24.46;132.56;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.1;219;229;0.98;1.13;40;58;48;62.72;82.32;72.52;8.1;8.1;0.920603686;1.390878735;98.438;98.438;90.33;87;0.13;0.29;0.05;0.11
894;23;20M;960000;feb.21;5;214;16;19;15;0.94;0.24;0.07;95.1;1.32;24.46;132.56;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;224;234;1.12;1.08;44;60;51;66.64;87.22;74.48;8;8.1;0.990368184;1.394458861;98.393;98.58;92;89;0.11;0.24;0.05;0.12
895;23;20M;960000;feb.21;5;214;16;19;15;0.94;0.24;0.07;95.1;1.32;24.46;132.56;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;224;233;1.1;1.08;37;55;46;62.72;78.4;73.5;8;8.1;0.893273264;1.376110718;98.528;98.248;97.67;96;0.1;0.29;0.05;0.11
889;23;20M;960000;feb.21;5;214;16;19;15;0.94;0.24;0.07;95.1;1.32;24.46;132.56;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.1;222;232;1.11;1.15;33;61;45;66.64;94.08;78.4;8.1;8.1;0.863065956;1.503652687;96.679;96.496;92.5;87;0.13;0.3;0.05;0.12
896;23;20M;960000;feb.21;5;33;16;19;15;1.7;0.19;0.08;94.4;1.2;27;156;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.1;223;231;1.2;1.04;35;53;44;62.72;72.52;65.66;8.1;8.1;0.843886712;1.259309125;99.053;99.053;89.5;85;0.02;0.25;0.05;0.12
897;23;20M;960000;feb.21;5;33;16;19;15;1.7;0.19;0.08;94.4;1.2;27;156;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4.1;4.1;4.2;223;231;2.28;1.1;34;49;43;52.92;71.54;63.7;8.1;8.1;0.824707469;1.192629289;98.58;98.58;88.5;85;0.02;0.25;0.05;0.12
898;23;20M;960000;feb.21;5;33;16;19;15;1.7;0.19;0.08;94.4;1.2;27;156;0.0495;18;50;81;4.353;0.42;0.32;32.431;118.373;253.651;4.4;1.787;4;4;4.1;4.1;223;233;1.2;1.12;38;64;48;56.84;84.28;72.52;8;8.1;0.955414013;1.390878735;97.725;97.633;88.17;82;0.02;0.25;0.05;0.12
899;23;20M;960000;feb.21;5;33;17;19;15;1.7;0.19;0.08;94.4;1.2;27;156;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;4;4;4.1;222;231;1.03;0.92;40;64;52;70.56;80.36;76.44;8.1;8.1;1.022253676;1.46606137;97.716;97.254;88.33;80;0.03;0.26;0.05;0.13
900;23;20M;960000;feb.21;5;33;17;19;15;1.7;0.19;0.08;94.4;1.2;27;156;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;4;4;4.1;222;230;2.97;1.16;41;65;50;60.76;82.32;71.54;8.1;8.2;0.982936227;1.355350356;97.822;97.822;89.5;88;0.06;0.25;0.05;0.13
908;15;40M;1100000;feb.21;3;226;17;19;15;1.4;0.41;                                                    ;94.4;4;47;177;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;5.2;5.4;5.3;5.4;445;458;1.19;0.75;59;109;85;101.92;133.28;117.6;10.1;10.1;0.992668269;1.373385746;98.882;98.678;93.33;92;0.02;0.06;0.05;0.05
909;15;40M;1100000;feb.21;3;227;17;19;15;1.8;0.34;                                                    ;94.1;4;49;185;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;5.2;5.4;5.4;5.5;445;459;1.1;0.97;63;110;81;96.04;121.52;108.78;10.1;10.2;0.945954468;1.23505569;97.578;97.376;89;85;0.07;0.06;0.05;0.05
901;23;20M;960000;feb.21;5;215;17;19;15;0.73;0.24;0.07;95.3;1.59;39.43;160.59;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4;4.1;218;235;1.25;1.73;40;60;48;74.48;94.08;84.28;8.1;8.2;0.920603686;1.596714118;98.015;98.201;91.83;87;0.07;0.28;0.05;0.1
902;23;20M;960000;feb.21;5;215;17;19;15;0.73;0.24;0.07;95.3;1.59;39.43;160.59;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.1;224;232;1.21;0.96;36;54;47;72.52;105.84;84.28;8.1;8.2;0.901424442;1.596714118;96.792;97.159;87.83;82;0.2;0.23;0.05;0.1
903;23;20M;960000;feb.21;5;216;17;19;15;0.94;0.26;0.08;95;1.37;23.8;127.89;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.1;223;233;0.94;1.27;38;60;48;80.36;101.92;89.18;8.1;8.2;0.920603686;1.689546335;96.216;96.307;91.33;87;0.11;0.29;0.05;0.1
904;23;20M;960000;feb.21;5;216;17;19;15;0.94;0.26;0.08;95;1.37;23.8;127.89;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.1;222;230;4.05;1.1;35;63;47;76.44;99.96;85.26;8.1;8.2;0.901424442;1.615280562;97.301;97.301;84.33;80;0.07;0.24;0.05;0.11
905;23;20M;960000;feb.21;5;216;17;19;15;0.94;0.26;0.08;95;1.37;23.8;127.89;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.2;222;233;2.61;1.34;33;56;43;64.68;88.2;76.44;8.1;8.2;0.824707469;1.413702035;98.197;98.011;88.67;85;0.11;0.31;0.06;0.11
906;23;20M;960000;feb.21;5;216;17;19;15;0.94;0.26;0.08;95;1.37;23.8;127.89;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.2;221;230;2.36;1.07;31;51;41;68.6;78.4;72.52;8.1;8.2;0.786348982;1.341204495;98.11;98.295;88.67;84;0.07;0.29;0.06;0.1
907;23;20M;960000;feb.21;5;216;17;19;15;0.94;0.26;0.08;95;1.37;23.8;127.89;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4;4.1;4.1;4.2;221;232;2.3;1.19;34;55;44;68.6;86.24;79.38;8.1;8.2;0.843886712;1.46807519;97.682;97.775;89;85;0.04;0.24;0.05;0.11
910;13;10M;1920000;feb.21;3;228;17;19;15;1.6;0.31;                                                    ;94.3;3;46;193;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.3;3.3;110;113;0.87;0.88;33;62;48;54.88;72.52;67.62;6.1;6.1;1.474119981;2.139595812;97.857;97.301;87.17;86;0.02;0.05;0.05;0.05
911;13;10M;1920000;feb.21;3;233;17;19;15;1.5;0.42;                                                    ;94.3;3;33;151;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.3;3.3;3.3;108;113;0.79;1.03;38;62;49;62.72;70.56;66.64;6;6.1;1.576272277;2.108587177;99.242;99.148;88.5;84;0.02;0.05;0.05;0.05
912;13;10M;1920000;feb.21;3;233;17;19;15;1.5;0.42;                                                    ;94.3;3;33;151;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.3;3.3;110;114;0.8;0.86;39;83;49;52.92;70.56;62.72;6.1;6.1;1.504830814;1.984552637;99.241;99.053;92;85;0.02;0.06;0.05;0.05
913;13;10M;1920000;feb.21;3;233;17;19;15;1.5;0.42;                                                    ;94.3;3;33;151;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.2;3.3;111;114;0.83;0.88;39;66;49;52.92;78.4;63.7;6.1;6.1;1.504830814;2.015561272;99.149;99.242;87;80;0.02;0.06;0.05;0.05
914;13;10M;1920000;feb.21;3;233;17;19;15;1.5;0.42;                                                    ;94.3;3;33;151;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.2;3.3;109;114;0.83;0.96;38;63;48;56.84;74.48;63.7;6;6.1;1.498688647;2.015561272;99.479;99.479;92.5;89;0.02;0.06;0.05;0.05
915;13;10M;1920000;feb.21;3;234;17;19;15;1.6;0.37;                                                    ;94.3;3;30;146;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.2;3.3;110;114;0.82;0.95;41;66;52;58.8;70.56;65.66;6;6.1;1.623579368;2.077578542;99.195;99.195;94.83;88;0.02;0.06;0.05;0.05
916;13;10M;1920000;feb.21;3;234;17;19;15;1.6;0.37;                                                    ;94.3;3;30;146;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.2;3.4;3.3;3.3;111;114;0.86;0.65;40;64;49;56.84;68.6;63.7;6.1;6.1;1.504830814;2.015561272;99.006;99.006;93;81;0.02;0.05;0.05;0.05
917;13;10M;1920000;feb.21;3;234;17;19;15;1.6;0.37;                                                    ;94.3;3;30;146;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.1;3.4;3.2;3.4;110;114;0.98;0.79;36;72;54;57.82;74.48;67.62;6.1;6.1;1.658384979;2.076666523;98.535;98.722;89.33;82;0.02;0.11;0.05;0.05
918;17;20M;960000;feb.21;3;234;17;19;15;1.6;0.37;                                                    ;94.3;3;30;146;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;4;4;4.1;222;230;0.71;0.78;41;73;57;68.6;86.24;77.42;8.1;8.1;1.120547299;1.484857028;98.863;98.769;91.17;87;0.05;0.06;0.05;0.05
919;17;20M;960000;feb.21;3;234;17;19;15;1.6;0.37;                                                    ;94.3;3;30;146;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;4;4;4.1;220;228;0.78;0.87;44;65;53;66.64;88.2;74.48;8.1;8.1;1.041912401;1.428470053;99.147;99.053;89;83;0.03;0.06;0.05;0.05
920;17;20M;960000;feb.21;3;235;17;19;15;1.5;0.38;                                                    ;94.3;3;42;182;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;3.9;4;4.1;221;230;0.79;0.83;43;66;54;68.6;82.32;76.44;8.1;8.1;1.088790898;1.46606137;99.057;99.432;88.5;84;0.02;0.11;0.05;0.05
921;17;20M;960000;feb.21;3;235;17;19;15;1.5;0.38;                                                    ;94.3;3;42;182;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.6;3.7;4;4.1;223;232;0.84;0.9;44;70;55;66.64;90.16;80.36;8.1;8.2;1.168897135;1.522448346;99.1;99.006;93.67;91;0.02;0.11;0.05;0.05
922;17;20M;960000;feb.21;3;235;17;19;15;1.5;0.38;                                                    ;94.3;3;42;182;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.7;3.8;4.1;4.1;223;231;1.13;1.02;35;60;49;62.72;78.4;68.6;8.1;8.2;1.013976318;1.299651027;98.432;98.059;88.17;86;0.04;0.12;0.05;0.05
923;17;20M;960000;feb.21;3;235;17;19;15;1.5;0.38;                                                    ;94.3;3;42;182;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4.1;4.2;4;4.1;221;229;0.98;0.96;39;61;50;62.72;78.4;71.54;8.1;8.2;0.93612974;1.355350356;99.24;98.958;88.67;83;0.06;0.05;0.05;0.05
924;17;20M;960000;feb.21;3;235;17;19;15;1.5;0.38;                                                    ;94.3;3;42;182;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;4.1;4.2;4;4.1;222;231;0.97;1.04;45;74;58;76.44;90.16;80.36;8.1;8.2;1.085910499;1.522448346;98.957;98.864;89.67;83;0.06;0.05;0.05;0.05
925;17;20M;960000;feb.21;3;236;17;19;15;1.6;0.42;                                                    ;94.2;3;42;183;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.7;3.9;4;4.1;220;232;1.48;1.34;38;71;51;58.8;79.38;71.54;8.1;8.1;1.028302515;1.372083077;99.102;99.29;88.5;85;0.04;0.05;0.05;0.05
926;17;20M;960000;feb.21;3;236;17;19;15;1.6;0.42;                                                    ;94.2;3;42;183;0.0495;18;50;81;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.9;4.1;4;4.2;221;229;1.24;0.92;34;66;46;56.84;74.48;63.7;8.1;8.1;0.882245199;1.192629289;98.864;98.864;88.33;83;0.05;0.05;0.05;0.05
927;13;10M;1920000;mar.21;3;237;17;20;15;2;0.36;                                                    ;93.9;3;36;147;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.3;3.4;3.3;3.4;111;116;1.04;1.21;33;58;48;60.76;77.42;66.64;6.1;6.1;1.474119981;2.046569907;98.338;98.059;90.67;89;0.02;0.05;0.05;0.05
928;13;10M;1920000;mar.21;3;237;17;20;15;2;0.36;                                                    ;93.9;3;36;147;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.4;1.787;3.3;3.4;3.3;3.4;111;116;0.86;1.11;36;60;46;55.86;71.54;63.7;6;6.1;1.436243287;1.956280058;97.869;97.869;91.67;84;0.03;0.06;0.05;0.06
938;23;20M;960000;mar.21;5;217;17;20;16;1.2;0.19;0.07;94.9;1.47;31.4;144.85;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;4;4.1;4.1;4.1;222;228;0.74;0.75;39;57;49;62.72;78.4;67.62;8.1;8.1;0.939782929;1.296900442;97.915;97.822;85.25;77;0.02;0.28;0.07;0.1
939;23;20M;960000;mar.21;5;217;17;20;16;1.2;0.19;0.07;94.9;1.47;31.4;144.85;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;4;4.1;4.1;4.1;223;228;0.8;0.78;44;64;52;64.68;76.44;70.56;8.1;8.1;0.99732066;1.353287418;97.63;97.538;87;81;0.03;0.31;0.07;0.11
940;23;20M;960000;mar.21;5;217;17;20;16;1.2;0.19;0.07;94.9;1.47;31.4;144.85;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;4;4.1;4.1;4.1;221;228;0.74;0.82;43;58;50;54.88;66.64;61.74;8;8.1;0.9709492;1.184126491;98.532;98.532;87.75;77;0.02;0.31;0.06;0.11
941;23;20M;960000;mar.21;5;217;17;20;16;1.2;0.19;0.07;94.9;1.47;31.4;144.85;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;4;4.1;4.1;4.1;224;231;0.79;0.87;36;67;51;60.76;72.52;68.6;8;8.1;0.990368184;1.315696101;98.626;98.532;83.67;80;0.03;0.3;0.08;0.08
942;23;20M;960000;mar.21;5;218;17;20;16;0.95;0.22;0.08;95.1;1.45;29.25;146.48;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;4;4.1;4.1;4.1;223;230;0.82;0.78;42;62;52;64.68;80.36;70.56;8;8.1;1.009787168;1.353287418;98.72;98.627;87.33;82;0.06;0.29;0.08;0.08
929;13;10M;1920000;mar.21;3;238;17;20;16;1.5;0.38;                                                    ;94.3;4;51;206;0.05;17;51;83;4.644;0.45;0.32;34.314;121.223;255.451;4.5;2.463;3.1;3.5;3.4;3.5;110;118;2.9;1.45;35;77;56;54.88;66.64;59.78;6.1;6.1;1.670669312;1.78343949;98.196;97.917;94.67;90;0.03;0.15;0.05;0.06
