batch;code;strength;size;start;api_code;api_batch;smcc_batch;lactose_batch;starch_batch;api_water;api_total_impurities;api_l_impurity;api_content;api_ps01;api_ps05;api_ps09;lactose_water;lactose_sieve0045;lactose_sieve015;lactose_sieve025;smcc_water;smcc_td;smcc_bd;smcc_ps01;smcc_ps05;smcc_ps09;starch_ph;starch_water;tbl_min_thickness;tbl_max_thickness;fct_min_thickness;fct_max_thickness;tbl_min_weight;tbl_max_weight;tbl_rsd_weight;fct_rsd_weight;tbl_min_hardness;tbl_max_hardness;tbl_av_hardness;fct_min_hardness;fct_max_hardness;fct_av_hardness;tbl_max_diameter;fct_max_diameter;tbl_tensile;fct_tensile;tbl_yield;batch_yield;dissolution_av;dissolution_min;resodual_solvent;impurities_total;impurity_o;impurity_l
260;11;5MG;480000;jun.19;5;47;5;7;6;1.01;0.18;0.07;95.1;1.46;27.81;152.997;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;2.6;2.6;2.6;2.7;55.2;57.6;1.11;1.12;37.24;52.92;32;27;41;47.04;5.1;5.1;1.537116561;2.175873888;95.817;95.455;95.33;91;0.02;0.22;0.05;0.1
261;11;5MG;480000;jun.19;5;47;5;7;6;1.01;0.18;0.07;95.1;1.46;27.81;152.997;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;2.5;2.6;2.6;2.6;55.3;57.1;1.35;0.87;46.06;54.88;37;31;47;50.96;5.1;5.1;1.777291024;2.447858124;95.802;95.076;93;88;0.03;0.22;0.05;0.1
258;12;10M;1920000;jun.19;5;47;5;7;6;1.01;0.18;0.07;95.1;1.46;27.81;152.997;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;2.7;3.1;2.8;2.9;111;114;0.85;0.73;52.92;63.7;52;38;62;60.76;7.1;7.1;1.504816861;1.879584116;98.959;99.006;89.17;85;0;0.22;0.05;0.09
259;12;10M;1920000;jun.19;5;48;5;7;6;1.16;0.18;0.07;94.9;1.66;38.31;175.139;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;2.7;2.8;2.8;2.9;111;114;0.88;0.9;62.72;74.48;56;41;65;67.62;7.1;7.1;1.794204719;2.091795226;98.912;98.958;91;86;0;0.22;0.05;0.1
262;1;5MG;240000;jun.19;1;44;5;7;7;2.23;0.05;0.05;94;1.89;37.12;148;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.58;0.61;56.84;66.64;49;38;62;61.74;6.1;6.1;1.550431748;1.896086826;94.297;93.939;92.83;90;0.03;0.07;0.05;0.07
263;1;5MG;240000;jun.19;1;44;5;7;7;2.23;0.05;0.05;94;1.89;37.12;148;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.51;0.84;54.88;70.56;55;46;61;62.72;6.1;6.1;1.740280533;1.926183442;96.992;97.727;91.5;84;0.06;0.07;0.05;0.07
264;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;109;112;1.03;0.86;53.9;66.64;50;40;60;60.76;6.1;6.1;1.582073212;1.865990209;98.106;98.106;90.5;88;0.06;0.23;0.16;0.05
265;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.67;0.83;58.8;68.6;50;43;60;62.72;6.1;6.1;1.582073212;1.926183442;99.245;99.621;91.67;88;0.03;0.06;0.05;0.06
266;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;109;113;0.75;0.89;56.84;74.48;54;45;64;66.64;6.1;6.1;1.708639069;2.046569907;97.358;97.727;92.33;87;0.04;0.06;0.05;0.06
267;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.5;0.64;58.8;68.6;54;47;60;64.68;6.1;6.1;1.708639069;1.986376675;96.981;97.348;91.83;87;0.03;0.08;0.05;0.08
268;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.3;3.4;3.4;3.4;110;114;0.78;0.92;52.92;68.6;45;36;48;60.76;6.1;6.1;1.381987482;1.865990209;98.473;97.727;94.83;91;0.03;0.07;0.05;0.07
269;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.3;3.4;3.8;3.4;110;114;0.83;0.71;52.92;66.64;46;39;55;58.8;6.1;6.1;1.412698315;1.805796977;97.736;98.106;97.33;96;0.04;0.07;0.05;0.07
270;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.3;3.4;3.4;3.4;110;115;0.84;0.98;56.84;68.6;51;44;60;62.72;6.1;6.1;1.56625248;1.926183442;98.491;98.864;95.83;93;0.04;0.07;0.05;0.07
271;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.95;0.76;54.88;72.52;54;45;62;62.72;6.2;6.1;1.681080374;1.926183442;96.604;96.97;92.5;89;0.04;0.09;0.05;0.09
272;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.3;3.4;3.3;3.4;110;113;0.69;0.67;56.84;66.64;49;43;56;60.76;6.1;6.1;1.504830814;1.865990209;99.242;99.242;91.17;89;0.03;0.07;0.05;0.07
273;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.4;3.3;3.4;111;114;0.73;0.86;60.76;68.6;55;43;64;63.7;6.1;6.1;1.689095812;1.956280058;97.736;98.106;93.83;86;0.03;0.07;0.05;0.07
274;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.4;3.4;3.4;110;114;0.83;0.95;50.96;60.76;47;41;55;56.84;6.1;6.1;1.443409148;1.745603744;98.113;98.485;95.83;89;0.03;0.07;0.05;0.07
275;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.3;3.4;3.4;3.4;110;113;0.82;0.81;50.96;60.76;46;42;53;56.84;6.1;6.1;1.412698315;1.745603744;98.092;97.348;96.67;88;0.03;0.07;0.05;0.07
276;1;5MG;240000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.2;3.4;3.3;3.4;110;113;0.99;0.84;52.92;68.6;50;42;60;62.72;6.1;6.1;1.535541647;1.926183442;99.242;99.242;93.5;87;0.03;0.08;0.05;0.08
277;2;10M;1920000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.1;3.3;3.2;3.4;110;115;1.69;1.17;47.04;74.48;52;15;77;60.76;6.1;6.1;1.645356141;1.865990209;96.503;96.686;90.67;85;0.06;0.05;0.06;0.05
278;2;10M;1920000;jun.19;1;45;5;7;7;1.97;0.05;0.05;94.3;2.41;50.32;171.716;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;2.803;3.1;3.3;3.3;3.3;111;115;1.1;1.01;62.72;80.36;58;38;74;71.54;6;6.1;1.865791675;2.263630352;98.817;98.864;87;80;0.07;0.05;0.07;0.05
279;4;40M;583000;jun.19;1;55;5;7;6;2.35;0.05;0.05;93.9;2.48;57.88;189.65;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.2;5.2;5.3;5.3;444;455;0.93;0.73;113.68;137.2;100;74;129;121.52;10.1;10.1;1.212762139;1.445941974;97.221;96.835;90;80;0.14;0.05;0.05;0.05
280;4;40M;583000;jun.19;1;55;5;7;6;2.35;0.05;0.05;93.9;2.48;57.88;189.65;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.2;5.3;5.4;5.4;437;461;1.71;1.19;96.04;131.32;86;61;114;107.8;10.1;10.1;1.023296657;1.258936934;95.906;95.899;87;81;0.09;0.05;0.05;0.05
281;4;40M;583000;jun.19;1;56;5;7;6;2.07;0.05;0.05;94.1;2.32;49.18;172.91;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.2;5.3;5.3;5.4;442;459;0.99;1.14;94.08;133.28;93;63;124;117.6;10.3;10.1;1.085101095;1.373385746;98.359;98.16;89.67;88;0.14;0.05;0.05;0.05
282;4;40M;583000;jun.19;1;56;5;7;6;2.07;0.05;0.05;94.1;2.32;49.18;172.91;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.2;5.4;5.4;5.5;440;460;1.03;1.05;105.84;137.2;82;64;104;117.6;10.1;10.1;0.957632918;1.348415096;98.285;98.277;89.5;85;0.15;0.05;0.05;0.05
283;4;40M;583000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;5.2;5.3;5.4;5.5;443;457;1.07;0.76;103.88;123.48;82;58;98;114.66;10.1;10.2;0.975701464;1.301815457;97.934;97.926;85.5;81;0.11;0.06;0.05;0.06
284;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.4;3.4;3.4;110;113;0.81;0.77;52.92;62.72;48;41;55;58.8;6.1;6.1;1.474119981;1.805796977;97.719;97.348;90.33;88;0.03;0.06;0.05;0.06
285;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.3;3.4;3.4;3.5;111;115;0.79;0.8;49.98;65.66;43;37;52;58.8;6.1;6.1;1.320565816;1.754202777;98.113;98.485;89.83;84;0.02;0.06;0.05;0.06
286;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.4;3.3;3.4;110;113;0.89;0.82;54.88;66.64;52;45;61;60.76;6.1;6.1;1.596963313;1.865990209;98.868;99.242;90.17;84;0.04;0.06;0.05;0.06
287;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.4;3.4;111;114;0.69;0.57;52.92;70.56;48;42;59;60.76;6.1;6.1;1.518790284;1.865990209;97.719;97.348;86.83;83;0.04;0.06;0.05;0.06
288;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;112;0.44;0.55;50.96;64.68;49;43;58;58.8;6.1;6.1;1.550431748;1.805796977;96.604;96.97;92;88;0.02;0.06;0.05;0.06
289;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;113;0.89;0.73;50.96;64.68;48;35;56;57.82;6.1;6.1;1.518790284;1.775700361;98.864;98.864;90.17;84;0.02;0.05;0.05;0.05
290;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.3;3.4;3.4;3.4;111;114;1.32;0.77;58.8;72.52;48;41;56;64.68;6.1;6.1;1.474119981;1.986376675;98.485;98.485;91.33;86;0.05;0.05;0.05;0.05
291;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;109;113;0.69;0.86;50.96;70.56;52;44;60;60.76;6.1;6.1;1.645356141;1.865990209;97.736;98.106;91.83;88;0.02;0.05;0.05;0.05
292;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;114;0.74;0.79;58.8;70.56;51;44;61;65.66;6.1;6.1;1.613714676;2.016473291;98.099;97.727;92.5;88;0.02;0.05;0.05;0.05
293;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.3;110;114;0.72;0.82;50.96;76.44;48;40;58;61.74;6.1;6.1;1.518790284;1.953544002;97.736;98.106;92.33;86;0.02;0.05;0.05;0.05
294;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.3;111;113;0.67;0.7;56.84;72.52;51;45;59;65.66;6.1;6.1;1.613714676;2.077578542;96.617;97.348;94.17;90;0.04;0.05;0.05;0.05
295;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;111;114;0.64;0.72;58.8;70.56;53;44;60;65.66;6.1;6.1;1.676997605;2.016473291;98.479;98.106;94;88;0.04;0.05;0.05;0.05
296;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;112;0.57;0.5;56.84;68.6;53;43;60;64.68;6.1;6.1;1.676997605;1.986376675;97.719;97.348;94.67;90;0.03;0.06;0.05;0.06
297;1;5MG;240000;jun.19;1;57;5;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.664;0.45;0.33;31.724;115.116;252.232;4.4;1.826;3.2;3.3;3.3;3.4;110;114;0.99;0.87;52.92;58.8;49;42;56;55.86;6.1;6.2;1.550431748;1.687837658;98.099;97.727;96.17;95;0.04;0.1;0.05;0.1
298;1;5MG;240000;jun.19;1;57;6;7;6;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;1.826;3.2;3.3;3.3;3.4;110;113;0.65;0.6;56.84;68.6;51;45;59;62.72;6.1;6.1;1.613714676;1.926183442;96.604;96.97;93.17;88;0.03;0.05;0.05;0.05
299;14;5MG;4800000;jun.19;3;72;6;7;7;1.95;0.29;0.05;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;2.5;2.6;2.6;2.6;55.2;57.5;1.3;1.17;50.96;66.64;48;14;59;56.84;5.1;5.1;2.305674842;2.730303292;97.04;96.856;101;96;0.02;0.06;0.05;0.06
300;14;5MG;4800000;jun.19;3;72;6;7;7;1.95;0.29;0.05;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;2.4;2.7;2.6;2.6;54.8;57.2;1.28;1.23;50.96;62.72;44;29;95;55.86;5.1;5.1;2.035256188;2.683229098;98.598;98.598;97.17;92;0.02;0.05;0.05;0.05
301;21;5MG;240000;jun.19;3;117;6;7;7;1.95;0.38;                                          ;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.1;3.2;3.3;3.3;109;114;0.72;0.86;54.88;80.36;48;39;59;64.68;6.1;6.1;1.56625248;2.046569907;99.624;100.379;89;84;0.02;0.05;0.05;0.05
302;21;5MG;240000;jun.19;3;117;6;7;7;1.95;0.38;                                          ;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.1;3.2;3.2;3.3;112;114;0.69;0.68;54.88;68.6;48;37;55;62.72;6.1;6.1;1.56625248;1.984552637;98.106;98.106;95.5;91;0.02;0.05;0.05;0.05
303;21;5MG;240000;jun.19;3;119;6;7;7;1.95;                                          ;                                          ;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.1;3.2;3.3;3.3;112;115;0.57;0.67;54.88;70.56;50;45;57;64.68;6.1;6.1;1.631513;2.046569907;96.981;97.348;91.67;84;0.02;0.05;0.05;0.05
304;21;5MG;240000;jun.19;3;119;6;7;7;1.95;                                          ;                                          ;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.1;3.2;3.2;3.3;111;114;0.7;0.72;54.88;72.52;49;41;57;62.72;6.1;6.1;1.59888274;1.984552637;99.24;98.864;95;88;0.02;0.05;0.05;0.05
305;21;5MG;240000;jun.19;3;126;6;7;7;1.95;0.47;                                          ;93.9;3.91;49.58;179.96;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.1;3.2;3.3;3.3;110;114;0.59;0.89;50.96;72.52;47;39;56;57.82;6.1;6.1;1.53362222;1.829509462;98.868;99.242;97.67;94;0.02;0.05;0.05;0.05
306;1;5MG;240000;jun.19;1;57;6;7;7;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;110;114;0.8;0.76;58.8;72.52;55;43;68;66.64;6.1;6.1;1.740280533;2.046569907;98.479;98.106;94.5;87;0.06;0.08;0.05;0.08
307;1;5MG;240000;jun.19;1;57;6;7;7;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.3;108;112;0.61;0.77;62.72;78.4;50;42;60;67.62;6.1;6.1;1.582073212;2.139595812;96.604;96.97;94.33;91;0.03;0.08;0.05;0.08
308;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;109;113;0.59;0.82;62.72;74.48;53;40;62;69.58;6.1;6.1;1.676997605;2.136859756;97.358;97.727;91.67;86;0.08;0.08;0.05;0.08
309;1;5MG;240000;jun.19;1;57;6;7;7;1.9;0.05;0.05;94.3;2.48;55.3;187.677;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;110;112;0.63;0.65;58.8;74.48;50;43;58;66.64;6.1;6.1;1.582073212;2.046569907;97.358;97.727;92.17;88;0.05;0.05;0.05;0.05
310;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.85;0.7;60.76;74.48;53;45;62;67.62;6.1;6.1;1.676997605;2.076666523;97.744;98.485;92.83;88;0.05;0.05;0.05;0.05
311;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;111;114;0.73;0.69;60.76;76.44;52;46;58;65.66;6.1;6.1;1.645356141;2.016473291;98.479;98.106;90.67;88;0.04;0.08;0.05;0.08
312;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;111;113;0.65;0.61;60.76;74.48;52;44;60;68.6;6.1;6.1;1.645356141;2.10676314;98.485;98.485;94.67;90;0.05;0.09;0.05;0.09
313;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;110;113;0.87;0.74;62.72;72.52;54;45;61;67.62;6.1;6.1;1.708639069;2.076666523;97.744;98.485;91.83;87;0.06;0.08;0.05;0.08
314;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.3;3.3;3.4;3.4;111;115;0.85;0.69;58.8;68.6;49;37;58;63.7;6.1;6.1;1.550431748;1.956280058;97.744;98.485;92.5;88;0.04;0.09;0.05;0.09
315;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.4;3.3;3.4;111;114;1.03;0.79;56.84;82.32;47;39;55;62.72;6.1;6.1;1.443409148;1.926183442;97.719;97.348;90;82;0.05;0.08;0.05;0.08
316;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;110;114;1.08;0.94;56.84;70.56;51;41;63;65.66;6.1;6.1;1.613714676;2.016473291;98.491;98.864;96.17;91;0.04;0.07;0.05;0.07
317;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.4;3.3;3.4;112;114;0.76;0.66;58.8;72.52;51;44;61;67.62;6.1;6.1;1.56625248;2.076666523;98.491;98.864;94;90;0.04;0.08;0.05;0.08
318;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.3;3.3;3.4;3.4;111;114;0.6;0.68;58.8;70.56;49;32;58;65.66;6.1;6.1;1.550431748;2.016473291;98.859;98.485;95.17;91;0.04;0.08;0.05;0.08
319;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.4;3.3;3.4;110;113;3.27;0.77;58.8;72.52;50;42;60;62.72;6.1;6.1;1.535541647;1.926183442;98.113;98.485;89.83;87;0.04;0.08;0.05;0.08
320;1;5MG;240000;jun.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;112;114;0.7;0.51;52.92;70.56;50;41;61;63.7;6.1;6.1;1.582073212;1.956280058;98.485;98.485;92.83;88;0.04;0.08;0.05;0.08
321;2;10M;1920000;jul.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;112;116;1.01;1.08;64.68;78.4;57;38;74;72.52;6;6.1;1.833622853;2.227149605;98.483;98.343;94.67;91;0.05;0.05;0.05;0.05
322;2;10M;1920000;jul.19;1;58;6;7;7;1.73;0.05;0.05;94.5;1.68;29.46;145.566;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.4;3.4;3.4;111;115;1.03;1.02;50.96;76.44;58;39;80;66.64;6;6.1;1.810915449;2.046569907;98.866;99.053;88;85;0.05;0.05;0.05;0.05
323;2;10M;1920000;jul.19;1;59;6;7;7;1.51;0.05;0.05;94.7;2.06;45.77;182.76;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.3;3.3;3.4;111;114;1.17;0.81;60.76;88.2;56;23;74;71.54;6;6.1;1.801454031;2.197052988;99.241;99.053;89;84;0.05;0.05;0.05;0.05
324;2;10M;1920000;jul.19;1;59;6;7;7;1.51;0.05;0.05;94.7;2.06;45.77;182.76;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.2;3.4;3.3;3.4;109;114;0.86;1.05;56.84;78.4;59;39;76;68.6;6;6.1;1.842138129;2.10676314;99.432;99.527;88.5;81;0.05;0.05;0.05;0.05
325;3;20M;960000;jul.19;1;59;6;7;7;1.51;0.05;0.05;94.7;2.06;45.77;182.76;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.9;4;4;4.1;220;230;0.97;1.01;66.64;82.32;58;42;70;74.48;8.1;8.1;1.140206023;1.428470053;98.251;98.39;89.5;87;0.06;0.05;0.06;0.05
326;3;20M;960000;jul.19;1;60;6;7;7;1.75;0.05;0.05;94.5;1.8;26;121.266;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.9;4;4;4.1;219;230;1.1;1.32;60.76;94.08;56;43;70;75.46;8.1;8.2;1.100888574;1.429616129;98.675;98.722;89.17;88;0.07;0.05;0.07;0.05
327;3;20M;960000;jul.19;1;61;6;7;7;2.65;0.05;0.05;93.6;3.02;62.18;200.517;0.0498;17;51;82;4.307;0.45;0.32;31.172;117.669;259.669;4.4;2.803;3.9;4;4;4.1;218;226;1.1;0.96;58.8;70.56;52;41;65;63.7;8;8.1;1.035031847;1.221717808;98.438;98.485;85.33;80;0.07;0.05;0.07;0.05
