batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
96;25;100;2.916666667;129.5833333;1236.666667;2885;no;49.92433062;8;8.746666667;5.288507109;10.4;4.953317536;0.058049667;5;0.013507109;5.177227488;0.12292169;1.69;65.20616114;71;57;195.9632701;212;183;0.16;4.984615385;5.239230769;90.83;86;0.05;0.25;0.05;0.13
97;25;99.99248826;5;134.1666667;1631.25;3843;no;49.96248535;11;7.517647059;5.187799043;10.2;5.154425837;0.055947199;5.2;0.000119617;5.193301435;0.098950711;1.691351675;69.85885167;79;61;203.2464115;220;189;0.38;4.94375;5.210625;95.5;92;0.03;0.25;0.05;0.11
98;25;99.93835458;4.166666667;185;1596.666667;3713;no;49.88799076;11;5.968421053;5.485596222;10.1;5.050531287;0.059521942;5.1;0;5.19403778;0.127667707;1.705690673;67;74;58;196.1853601;214;188;0.14;5.375;5.288125;95.5;91;0.02;0.26;0.05;0.12
99;25;99.96776084;3.333333333;166.6666667;577.9166667;1237;no;49.96135831;5;9.588888889;5.367810651;9.3;5.255621302;0.064449904;5.3;0;5.208804734;0.130559735;1.701976331;70.12189349;81;63;207.616568;223;110;0.08;5.5625;5.2425;93.67;87;0.03;0.25;0.05;0.11
100;25;99.91813953;2.5;108.3333333;420;930;no;49.96167247;7;3.675;5.012895662;9.5;5.052520516;0.058613488;5.1;0;5.176143025;0.13288515;1.72;70.3880422;77;62;199.1383353;214;185;0.12;4.957142857;5.207142857;94;89;0.04;0.25;0.05;0.11
101;25;99.83638526;3.75;148.75;1140.416667;2609;no;49.9608076;8;5.253333333;5.254171705;10.1;4.860217654;0.059671831;4.9;0;5.143700121;0.047518031;1.74;72.88754534;82;62;198.3941959;211;186;0.15;5.271428571;5.195714286;90.83;84;0.04;0.25;0.05;0.11
102;25;100;2.083333333;170;395.8333333;828;no;49.88863375;7;12.61111111;5.338515081;10.5;4.955568445;0.060276863;5;0;5.144733179;0.09600552;1.731438515;74.43387471;80;64;197.8074246;215;183;0.06;4.966666667;5.15;91;81;0.02;0.26;0.05;0.12
103;25;99.90698225;4.583333333;130;545.8333333;1175;no;49.96217494;4;7.3;5.191288783;10.1;4.954002389;0.060293263;5;0;5.114575866;0.054686738;1.725854241;68.130227;78;60;187.0908005;203;168;0.12;5.0125;5.14625;94.83;92;0.02;0.26;0.05;0.12
104;25;99.8423651;2.916666667;111.6666667;542.5;1229;no;49.96330275;5;9.06;5.089675174;10.1;4.953828306;0.056436644;5;0;5.104640371;0.097954922;1.72;67.97447796;75;61;185.6542923;199;178;0.08;4.933333333;5.146666667;92.67;88;0.02;0.25;0.05;0.12
105;25;99.93841608;2.5;105.4166667;723.3333333;1671;no;49.9622196;6;6.054545455;5.048803828;10;5.055861244;0.053402549;5.1;0;5.120837321;0.040768279;1.72;70.34688995;81;59;190.1327751;202;178;0.04;4.92;5.148;92.33;86;0.04;0.27;0.05;0.13
94;18;119.928366;2.291666667;42.96875;727.9166667;7998;no;19.99896068;15;7.976923077;5.510283626;9.8;4.267316394;0.268419614;4.2;0.02765402;5.654103724;0.038273065;1.678639053;10.3872259;45;0;186.5062652;260;109;1.35;5.188;5.2992;88.17;81;0.12;0.05;0.05;0.05
106;24;79.96455466;2.636363636;46;694.4545455;6804;no;45;15;5.363888889;4.412601958;8.1;9.459991843;0.125781586;9.5;5.03278956;8.016606852;0.049426938;2.725328303;23.15844209;32;9;124.4944943;130;120;0.4;11.44166667;7.972222222;92;89;0.11;0.23;0.05;0.09
107;24;79.97587115;2.454545455;60.09090909;325.3636364;2598;no;45;8;5.593333333;4.477366924;7.6;9.260780329;0.144401346;9.3;4.96173542;7.987472059;0.040427976;2.737967893;27.15830116;46;11;124.0843325;130;121;0.36;10.34;7.828;86.42;76;0.12;0.24;0.05;0.11
108;19;99.93417874;3.75;71.25;845.4166667;1990;no;49.96139928;9;13.44;4.48986569;7.4;4.57008547;0.04866298;4.6;0.106349206;5.377399267;0.068062251;1.97;101.1526252;114;78;177.5543346;200;159;0.38;4.977777778;5.405555556;94.17;87;0.03;0.12;0.05;0.06
109;19;100;2.083333333;110.8333333;467.0833333;1104;no;49.88470588;6;8.37;4.151309524;7.5;4.763809524;0.052582979;4.8;0.242857143;5.378845238;0.0719255;1.931833333;100.5047619;114;82;177.1916667;196;162;0.06;4.8;5.418571429;95.67;93;0.04;0.06;0.05;0.05
110;19;99.97971698;2.5;76.66666667;535.8333333;1270;no;49.92470588;5;7.28;4.169880952;7.3;4.776904762;0.046472112;4.8;0.128214286;5.386738095;0.070765122;1.93;100.1892857;114;83;175.8833333;192;162;0.11;4.85;5.38125;94.67;92;0.04;0.11;0.06;0.05
111;19;99.9149941;2.5;74.58333333;816.25;1939;no;50;5;5.581818182;4.26076555;7;4.661363636;0.052048405;4.7;0.057655502;5.358205742;0.069407317;1.93;103.4904306;123;86;172.5430622;187;158;0.1;4.809090909;5.374545455;91.5;83;0.03;0.06;0.05;0.05
112;19;100;2.916666667;89.16666667;527.0833333;1229;no;49.96199525;5;3.322222222;4.299879952;8;4.66482593;0.05257092;4.7;0.007442977;5.353973589;0.039972157;1.946926771;106.6038415;126;88;176.7286915;195;164;0.12;4.7375;5.3675;93.83;90;0.02;0.14;0.07;0.05
113;19;99.89564706;6.666666667;121.25;693.75;1587;no;50;5;4;4.34297619;7.9;4.662857143;0.056530001;4.7;0.000833333;5.338595238;0.036042988;1.93;106.2595238;127;56;175.347619;193;104;0.14;4.68;5.361;89.5;88;0.02;0.13;0.06;0.05
114;19;100;2.083333333;110.8333333;618.3333333;1459;no;49.96135831;5;10.62222222;4.39964497;7.5;4.765798817;0.049900206;4.8;0.000118343;5.398272189;0.039599257;1.93;103.6414201;123;83;176.8284024;194;159;0.1;4.8375;5.37125;89.83;85;0.02;0.12;0.05;0.06
115;19;100;2.083333333;101.6666667;645.8333333;1532;no;50;5;3.922222222;4.391190476;8.3;4.66202381;0.053468041;4.7;0;5.409761905;0.043865006;1.963154762;103.297619;121;87;177.1738095;194;153;0.12;4.6;5.38;89.17;84;0.03;0.11;0.05;0.05
116;19;99.93530093;4.166666667;93.33333333;706.25;1551;no;49.96184971;8;5.633333333;4.801518692;8.1;4.565303738;0.050256896;4.6;0;5.395700935;0.07087242;1.97;103.0549065;122;85;175.7943925;193;156;0.08;4.5875;5.42;91.33;88;0.03;0.12;0.05;0.05
124;1;99.9043956;20.41666667;206.25;4242.083333;8314;no;30.05853659;26;14.278125;6.45571066;8.7;5.150063532;0.065065018;5.1;0;5.295743329;0.075409317;1.847750953;67.49174079;83;37;181.9542567;228;107;1.35;4.80625;4.969375;92.83;90;0.03;0.06;0.05;0.06
125;1;100;3.75;100;1600.416667;3729;no;29.98441247;10;7.03125;5.553422983;7.6;4.658435208;0.064384831;4.7;0;5.302127139;0.082769524;1.905550122;64.65525672;79;57;165.1356968;179;150;0.21;5.16;5.161333333;96.5;94;0.03;0.08;0.05;0.08
126;1;99.92246799;3.333333333;83.33333333;1220.416667;2305;no;30;4;8.469230769;5.925886525;9.1;4.355082742;0.068397932;4.3;0;5.272269504;0.083642254;1.91464539;64.06973995;77;56;159.0224586;175;148;1.38;4.446153846;5.127692308;92.83;85;0.03;0.06;0.05;0.06
127;1;99.9942217;5;149.5833333;1682.916667;3573;no;30;6;9.923529412;6.261251504;8;4.255716005;0.061412578;4.3;0;5.249061372;0.083152262;1.915884477;65.44524669;78;58;161.9975933;177;149;2.3;3.764705882;4.972941176;95;92;0.04;0.06;0.05;0.06
128;1;99.75773318;5.833333333;171.6666667;1635.833333;2846;no;30;10;5.807142857;6.369027611;8.7;4.352821128;0.06947494;4.3;0;5.296830732;0.076921172;1.93;68.37334934;83;57;158.3877551;179;143;0.23;5.092857143;5.232142857;94.67;91;0.03;0.06;0.05;0.06
117;5;99.89399625;14.875;171.6666667;1970.041667;22080;no;30.02319316;48;8.98875;5.596358047;10.6;8.454774583;0.662574756;7.9;0.004886996;3.649175246;0.035605251;0.640133712;88.65660869;192;0;60.12211573;83;0;0.45;7.263636364;3.69974026;91.33;88;0.02;0.24;0.06;0.13
129;1;100;4.583333333;115.8333333;1900.416667;3786;no;30;10;7.633333333;6.440560292;8.7;4.253349574;0.06289062;4.2;0;5.250414129;0.079448244;1.93;72.22046285;82;61;163.7295981;179;146;0.35;4.24;5.257333333;95.83;94;0.04;0.09;0.05;0.09
130;1;99.82544379;7.916666667;116.25;1000.833333;2083;no;29.9716647;13;7.583333333;6.770299401;9.7;4.454730539;0.063744228;4.4;0;5.245628743;0.078552133;1.929389222;73.65269461;85;63;169.1101796;211;153;0.4;4.56;5.08;94.5;92;0.05;0.11;0.05;0.11
131;1;99.92095238;6.25;108.75;2255.416667;2537;no;29.98573127;9;9.641666667;6.889022919;8.1;4.361399276;0.068848156;4.4;0;5.23437877;0.0807648;1.927189385;76.27261761;89;65;175.7864897;189;154;0.5;4.572727273;4.996363636;95;93;0.04;0.09;0.05;0.09
132;1;99.98462441;5.416666667;96.25;2360;3598;no;29.985932;8;6.664705882;7.119019139;8.5;4.160047847;0.064423729;4.2;0;5.235801435;0.080510073;1.94423445;80.99043062;94;48;180.8026316;195;97;0.47;3.9625;5.114375;95.5;92;0.03;0.09;0.05;0.09
133;1;99.83812352;4.583333333;114.5833333;2385;3733;no;30;4;9.211111111;6.929854369;8.7;4.258737864;0.063102141;4.3;0;5.271990291;0.080130027;1.93868932;81.01334951;96;68;185.3252427;199;166;1.26;4.427777778;5.1;96;93;0.04;0.09;0.05;0.09
118;7;119.9271172;4.166666667;43.16666667;1402.5;16443;no;20.39859944;31;15.18214286;3.9267786;5.6;10.25927718;0.151285002;10.3;0;4.870549232;0.09106799;0.899083665;121.7000569;241;59;201.8423449;264;117;0.86;9.192307692;4.554807692;90;86;0.03;0.09;0.05;0.09
119;7;119.9383478;6.333333333;213.5833333;1562.25;11824;yes;19.9977691;20;5.471052632;4.342841037;6.7;9.113278827;0.269079905;9.1;0;4.825280519;0.094485569;0.953729913;108.8012405;199;60;183.4680011;275;103;0.31;10.51944444;4.7975;89.33;85;0.06;0.09;0.05;0.09
120;7;119.971552;1.416666667;35.08333333;345.6666667;4029;no;19.99832962;8;8.18125;3.687472036;6.4;9.460363636;0.139682996;9.5;0;5.021935664;0.084165154;0.998825175;64.83188811;183;62;185.353007;210;149;0.4;9.2;4.937857143;93.83;88;0.11;0.09;0.05;0.09
121;7;119.9856505;1.75;20.66666667;260.3333333;2947;no;20;7;5.584615385;3.649103641;5.4;9.555994398;0.212996553;9.6;0;5.014028011;0.072036535;0.995843137;64.51064426;72;62;191.1042017;211;130;0.34;9.508333333;4.865;93;89;0.07;0.15;0.05;0.09
122;7;119.9871409;2.083333333;32.33333333;542.3333333;6158;no;19.9952633;12;8.040909091;3.508354359;5.2;8.953660589;0.115670021;9;0;5.098709677;0.080939462;1.038894811;64.79887798;70;62;173.801122;198;159;0.59;9.28;4.8065;89.67;84;0.05;0.09;0.05;0.09
123;8;89.97573816;4.636363636;126.8181818;1437.545455;7955;yes;49.90624285;24;6.486486486;3.679543358;12.9;12.48825565;0.521619425;12.2;0.131795108;6.546469774;0.071024268;1.473809414;18.82141209;49;0;339.7688048;567;243;1.2;11.87142857;6.528;85.17;84;0.05;0.13;0.05;0.08
134;19;100.0036686;8.333333333;198.75;2002.083333;4761;no;49.88443396;20;16.55;4.658837772;7.8;4.566464891;0.05046544;4.6;0;5.137978208;0.089900441;1.55;90.76755448;109;76;7.427360775;225;5;0.49;4.226315789;5.336315789;90.33;87;0.02;0.21;0.05;0.07
135;19;99.93784722;3.333333333;87.08333333;852.5;2008;no;50;6;6.836363636;4.537162954;7.1;4.353692849;0.051740454;4.4;0;5.084490035;0.093032525;1.6;93.59671747;110;79;7.31887456;13;6;0.13;4.627272727;5.180909091;93;89;0.03;0.12;0.05;0.06
136;19;99.82183508;2.916666667;68.75;425.8333333;995;no;50;4;10.2125;4.514654162;7.3;4.564009379;0.050410148;4.6;0;5.12038687;0.091766521;1.6;91.33880422;108;76;7.402110199;149;5;0.06;4.525;5.1525;92.83;89;0.03;0.12;0.05;0.06
137;19;100;4.583333333;88.75;1164.166667;2740;no;49.96309112;7;5.786666667;4.390610329;7.5;4.057511737;0.052234724;4.1;0;5.098556338;0.092991315;1.66;91.69014085;107;77;7.333333333;12;6;0.08;4.453846154;5.136153846;90.17;87;0.03;0.26;0.05;0.06
138;19;100;2.083333333;100;702.5;1656;no;49.96162791;5;9.081818182;4.307067138;7.8;4.056301531;0.051496323;4.1;0;5.094464075;0.094510788;1.66;90.85512367;106;76;7.313309776;16;6;0.06;4.25;5.126;93.5;90;0.03;0.12;0.05;0.06
139;19;100;2.083333333;79.58333333;695.4166667;1637;no;49.96162791;6;7.872727273;4.257597173;7.7;4.157243816;0.051142035;4.2;0;5.10623086;0.100022042;1.66;88.9540636;105;75;7.372202591;12;6;0.06;4.16;5.13;91.17;86;0.02;0.18;0.05;0.06
140;19;100;2.083333333;97.08333333;823.75;1942;no;49.96153846;5;8.05;4.255555556;8;4.157092199;0.052086033;4.2;0;5.130874704;0.102076388;1.67;87.29078014;103;74;7.372340426;18;6;0.06;4.327272727;5.140909091;92.67;88;0.04;0.11;0.05;0.06
141;19;99.93213038;4.166666667;100;449.5833333;1010;no;49.96162791;5;13.96666667;4.14653349;8.3;4.158871915;0.051797309;4.2;0;5.100940071;0.09807229;1.655992949;86.93301998;103;58;7.316098707;12;2;0.08;4.075;5.1325;94;87;0.04;0.14;0.05;0.09
142;12;160;1.875;51.19791667;868.4895833;10556;no;19.99471635;10;6.844444444;5.189184646;8.1;7.678257215;0.540934449;7.3;0.070692071;3.991017092;0.024517816;1.077901373;210.6590081;228;90;373.4922948;431;151;0.46;8.396296296;4.101481481;91.33;87;0;0.25;0.05;0.12
143;12;160.0073608;1.25;29.84375;492.5;8737;no;10.03021824;11;6.073913043;4.200844832;6.1;7.15468882;0.061802573;7.2;1.68177978;4.073936919;0.027859617;1.108070966;219.9611377;232;210;316.6600957;344;261;0.1;7.818181818;4.035454545;90;82;0;0.34;0.05;0.13
144;12;160;1.145833333;17.91666667;470;8717;no;10.00223901;11;4.783333333;4.443843336;5.3;7.359087067;0.058637869;7.4;1.841420118;4.141313046;0.024990873;1.112685263;220.4350521;232;188;308.0645252;333;181;0.04;8.217391304;4.057391304;91.67;90;0;0.23;0.05;0.1
145;4;99.9852381;9.090909091;198.4562607;2800.857633;15996;no;49.89828897;50;9.515873016;3.861391475;5.5;9.637383635;0.246462848;9.7;0.291229789;9.262302793;0.084644519;2.381641352;57.61881431;150;50;418.6452719;478;196;2.98;10.56440678;9.180338983;84.83;77;0.14;0.07;0.05;0.07
146;4;100;2.915951973;59.34819897;1627.61578;9345;no;49.93838863;23;8.48;4.231449275;5.4;9.658357488;0.097007958;9.7;0.2;9.085270531;0.106906496;2.424415459;56.73623188;85;50;395.6086957;435;340;1.89;10.09722222;8.3775;88.83;86;0.16;0.05;0.05;0.05
147;4;100.002958;3.945111492;89.7084048;2247.169811;12817;no;49.96901811;21;7.130769231;4.25801564;5.4;9.727761486;0.202796039;9.7;0.2;9.430097752;0.112703563;2.441045943;56.39784946;66;51;400.8167155;536;341;2.11;9.448;8.9892;85.83;80;0.15;0.05;0.05;0.05
148;4;99.9967696;3.087478559;61.23499142;2098.799314;11271;no;50;16;5.402173913;4.650121418;5.7;9.295628946;0.223781291;9.3;0.199708596;9.334604177;0.10228239;2.472311802;56.89606605;59;53;391.3190869;442;335;0.47;9.802173913;9.233043478;90;83;0.15;0.06;0.05;0.06
149;11;99.91714286;3.333333333;79.79166667;965.625;4567;no;59.94946492;13;6.966666667;3.860746538;7.8;4.156170981;0.052234685;4.2;0.128597231;3.527965081;0.070138941;1.151210114;54.97591812;60;46;136.1264299;173;79;0.16;5.584210526;3.534736842;92.83;86;0.04;0.26;0.05;0.1
150;10;119.8812545;7.604166667;71.14583333;751.0416667;6762;no;50;14;4.15;2.961930391;4.4;9.455096913;0.230254425;9.5;0.070926059;4.648704235;0.055712852;1.29;70.07286432;75;0;184.2954056;229;0;0.19;11.01;4.65;86.5;82;0;0.28;0.06;0.1
151;10;119.8456506;6.666666667;81.14583333;1232.708333;11492;no;49.9883351;16;9.571052632;3.038445002;5.4;9.759011107;0.15585453;9.8;0.093013257;4.655299176;0.06960906;1.256055177;71.17377284;79;32;198.9727696;250;129;0.09;9.464864865;4.561621622;85.67;80;0;0.2;0.05;0.09
152;10;119.9643414;2.291666667;35.3125;1061.875;10102;no;50;9;3.8875;3.061031519;4.8;9.257772206;0.151844438;9.3;0;4.637073782;0.064066745;1.300820201;75.53939828;81;38;173.5909742;242;103;0.82;9.61875;4.4284375;88.33;81;0;0.21;0.05;0.09
153;24;79.96199352;7.545454545;55.18181818;1419.818182;12330;no;45.01701094;31;13.81269841;4.799774359;7.7;8.957497436;0.206835125;9;3.499671795;8.834135385;0.488611045;2.498418462;43.41989744;61;39;294.6670769;345;152;1.63;8.249180328;9.486885246;88.83;80;0.12;0.3;0.07;0.12
154;22;119.9014379;21.09375;58.33333333;1165.260417;12325;no;79.96407086;21;7.505;6.129054509;11.6;5.127919892;0.690681244;4.8;0.021272299;5.153554359;0.092735397;1.719925951;72.22955234;93;0;158.8522383;222;0;1.08;6.648717949;4.907179487;93.17;85;0;0.28;0.05;0.15
155;22;119.9503111;2.395833333;25.98958333;680.9895833;6826;no;79.98880398;9;7.695652174;6.214846538;7.6;5.050829913;0.075086099;5;0;5.128443691;0.07867797;1.743408888;72.67249688;92;48;148.7904694;196;102;0.25;5.890909091;5.092272727;93.17;86;0;0.29;0.05;0.16
156;22;119.8819066;5.052083333;42.55208333;608.6979167;32;no;52.21369185;2;5.233333333;5.468477876;8.2;5.365988321;0.77984829;4.8;0.027570342;5.298481685;0.125270661;1.706004247;71.0378694;91;39;168.0817554;271;110;0.14;6.466666667;5.25;89.5;82;0;0.27;0.05;0.14
157;22;119.9355905;2.916666667;57.55208333;379.21875;6196;no;34.9968181;8;7.363636364;5.634232476;7.1;4.559602414;0.080854558;4.6;0;5.419755059;0.081363821;1.8;73.59353923;94;42;155.7474263;176;101;0.61;4.809090909;5.351818182;92.5;85;0;0.26;0.05;0.12
158;23;119.9279774;5.833333333;57.8125;698.0208333;6368;no;79.97816132;12;19.27727273;3.552325169;7.7;7.056194533;0.085393486;7.1;0.141569045;6.170692226;0.039590187;1.892818601;3.671636493;10;2;213.8800142;329;119;0.46;6.1;6.073333333;86;77;0;0.34;0.06;0.09
159;23;119.9683656;1.354166667;25.10416667;628.3333333;5975;no;79.97786367;7;5.79047619;4.170513274;8.6;6.461946903;0.069852364;6.5;0;6.312870796;0.05305076;1.987720354;3.463716814;10;2;200.5235398;231;109;0.32;6.935;6.1575;88.67;85;0;0.33;0.06;0.1
160;23;119.9981013;2.291666667;51.45833333;339.8958333;3131;no;79.95643008;8;4.585714286;3.474894068;7.4;6.254060734;0.061286403;6.3;0.272634181;6.187800141;0.036975915;1.966144068;3.18079096;11;2;219.7658898;294;168;0.16;6.208333333;6.113333333;86.83;80;0;0.28;0.05;0.1
161;23;119.941693;2.083333333;50.72916667;1046.354167;2812;no;60.41327247;6;4.366666667;4.632404795;11.5;5.771040564;0.435805871;5.5;0.000846561;6.340567901;0.114119602;2.05557672;3.544268078;11;2;195.2352734;244;142;0.39;6.566666667;5.981666667;88.17;85;0;0.28;0.05;0.1
162;2;119.9524709;5.104166667;41.92708333;1005.052083;13002;no;35.01375904;23;8.153488372;6.00838962;8.6;3.555217778;0.083816077;3.6;0;5.323719111;0.095871384;1.925809778;76.40568889;97;44;169.7201778;211;109;0.5;4.963414634;5.269268293;87;83;0.08;0.05;0.08;0.05
163;2;119.8091183;11.51041667;35.83333333;1437.291667;12680;no;34.98407925;11;7.31;5.862675931;7.7;3.353895525;0.104582403;3.3;0;5.534999109;0.097885112;1.959210198;80.73934748;103;41;165.8051346;228;101;0.68;3.328205128;5.246923077;94.17;92;0.08;0.05;0.08;0.05
164;3;119.8846451;4.791666667;108.75;730.7291667;5975;no;6.616827763;11;7.196518987;6.592837157;10.1;5.954371681;0.103014943;6;0.010123894;6.633511504;0.061170609;2.049582301;4.980176991;10;2;197.8955752;229;110;1.91;7.69047619;6.352857143;89.83;85;0.07;0.05;0.07;0.05
165;3;119.9326072;2.916666667;39.0625;1273.854167;11373;no;6.724855635;16;4.696440129;6.59010989;9.3;5.951067616;0.105932596;5.9;0.000177936;6.715558719;0.058023616;2.054626335;4.802135231;11;2;197.6352313;225;77;2.06;6.077777778;6.378611111;88.83;88;0.08;0.05;0.08;0.05
166;3;119.9888264;1.25;26.14583333;740;6258;no;6.777274782;11;5.376425856;6.562773465;10.4;5.955469027;0.105510367;6;7.08E-05;6.789957522;0.068663369;2.066948673;4.932743363;11;2;195.9047788;224;166;0.2;6.142857143;6.516190476;88.83;85;0.07;0.05;0.07;0.05
167;3;119.9324698;2.604166667;36.66666667;1506.666667;12454;no;6.85726183;14;5.930943396;7.054492255;9.9;4.756711047;0.095662479;4.8;0;6.865973372;0.05332785;2.213206189;5.142857143;11;2;190.8434689;224;149;0.62;6.166666667;6.681538462;91;85;0.06;0.05;0.06;0.05
168;3;119.9695606;1.666666667;41.875;1477.916667;14097;no;6.627939637;11;4.294865526;5.43192389;9.5;5.955730096;0.077576073;6;0;6.618229204;0.045418753;2.055772938;4.004284184;10;2;189.3420207;218;170;0.35;5.159090909;6.722045455;88.33;82;0.07;0.05;0.07;0.05
169;3;119.969382;1.458333333;31.45833333;346.1458333;3217;no;6.465168254;5;4.244855967;5.617887857;8.2;5.95567701;0.095763156;6;0;6.460003526;0.05203682;2.038519041;4.430535966;11;2;203.5165726;238;154;0.12;5.791666667;6.5225;88.5;87;0.06;0.05;0.06;0.05
170;3;119.9324552;2.916666667;65.9375;761.7708333;6862;no;6.515594828;15;4.98627451;5.676023945;8.2;6.155244507;0.086438413;6.2;0;6.50350815;0.06008463;2.01388377;4.310063785;11;2;210.4270021;275;106;0.61;6.228;6.3084;85.67;82;0.08;0.05;0.08;0.05
171;3;119.9856638;1.25;32.70833333;383.75;3610;no;6.576598856;10;3.116736402;5.48001376;7.2;6.760411493;0.096500004;6.8;0;6.584994679;0.038618234;1.992170983;4.166371054;12;2;220.6857042;269;197;0.38;7.684615385;6.45;83.83;82;0.07;0.05;0.07;0.05
172;2;119.9300513;1.927083333;34.42708333;584.21875;9803;no;35;13;7.09;5.754647237;7.9;3.954913808;0.094453009;3.9;0;5.406511463;0.086654472;1.886092056;75.66980629;107;45;171.3022925;200;102;0.56;3.85;5.282666667;92.33;88;0.06;0.05;0.06;0.05
173;2;119.9841567;0.885416667;15.46875;228.6458333;2659;no;35;4;8.090909091;5.775410995;7.6;4.055753933;0.109126668;4;0;5.340208591;0.084547587;1.868672441;74.24270815;95;48;176.5649638;218;105;0.24;4.163636364;5.33;88;85;0.06;0.05;0.06;0.05
174;2;119.9600317;2.65625;26.30208333;473.4895833;7241;no;35;20;11.088;5.5759908;7.7;4.658492569;0.115006064;4.7;0;5.341296886;0.084672638;1.801183652;77.31033263;114;51;187.9212668;235;105;0.86;4.448;5.23;91.83;88;0.06;0.05;0.06;0.05
175;4;99.95343992;4.288164666;59.17667238;2422.813036;10517;no;19.99903148;20;7.97804878;4.899505929;6.6;10.45;0.111831029;10.5;0.425444664;8.786452569;0.056016775;2.489525692;3.701086957;12;2;301.2870553;399;253;1.83;12.785;8.3395;87.92;78;0.07;0.05;0.05;0.05
176;4;100;1.54373928;49.05660377;689.8799314;2059;no;20;4;6.554545455;4.722329628;6.1;10.85447076;0.111849118;10.9;0.277670372;8.710246496;0.085808743;2.431464476;3.603189947;13;2;304.421943;337;152;0.09;10.65454545;8.685454545;87.5;79;0.12;0.05;0.05;0.05
177;4;99.88979691;8.576329331;85.07718696;3441.166381;15833;no;20.01594203;23;7.632786885;5.165007466;6.7;9.550249004;0.111920045;9.5;0.320866534;9.047066733;0.071006793;2.573057769;3.728087649;10;2;259.9800797;332;149;0.28;10.035;8.860166667;89.33;84;0.09;0.05;0.05;0.05
