batch;code;tbl_speed_mean;tbl_speed_change;tbl_speed_0_duration;total_waste;startup_waste;weekend;fom_mean;fom_change;SREL_startup_mean;SREL_production_mean;SREL_production_max;main_CompForce mean;main_CompForce_sd;main_CompForce_median;pre_CompForce_mean;tbl_fill_mean;tbl_fill_sd;cyl_height_mean;stiffness_mean;stiffness_max;stiffness_min;ejection_mean;ejection_max;ejection_min;Startup_tbl_fill_maxDifference;Startup_main_CompForce_mean;Startup_tbl_fill_mean;Drug release average (%);Drug release min (%);Residual solvent;Total impurities;Impurity O;Impurity L
787;17;119.9921521;1.25;22.60416667;636.5625;6086;no;79.9581444;10;3.995;2.358798736;6;6.860800843;0.073906586;6.9;0;6.38081138;0.054414489;1.868774148;61.54724271;79;45;188.4081489;215;102;0.19;7;6.215;90.83;88;0.04;0.05;0.05;0.05
788;17;119.970925;1.25;25.625;287.0833333;2718;no;79.97836706;7;6.991666667;2.262228451;7.8;6.955851437;0.073844127;7;0;6.393149965;0.049302111;1.811110722;69.11072179;81;48;202.8002803;226;177;0.32;7.336363636;6.149090909;85;80;0.04;0.05;0.05;0.05
789;17;271.6767617;2.916666667;114.5833333;4552.8125;78;no;71.79530201;3;1.4;3.007058824;10.7;17.62697479;0.514584687;17.7;0.10092437;6.666411765;0.107654004;1.716226891;5.594117647;17;1;563.192437;694;357;0.1;17.65;6.41;85.33;81;0.02;0.05;0.05;0.05
790;23;119.6306492;19.6875;215;4083.854167;31712;no;73.93796264;84;35.43394495;4.809677419;8.3;5.175733138;0.524694031;5.3;1.255718475;6.701297654;0.170540251;1.755271261;184.0645161;307;4;193.2324047;293;114;1.34;4.776923077;6.992527473;95.17;91;0.06;0.25;0.06;0.07
791;23;119.9023345;8.020833333;61.66666667;1034.479167;3479;no;92.6908078;9;9.157142857;5.959657103;8.4;5.155232762;0.130722339;5.2;1.209135457;6.708232412;0.077761427;1.798557928;169.540427;237;93;182.1953098;249;110;0.73;6.169230769;6.318461538;90.33;85;0.05;0.19;0.05;0.07
792;23;119.7985116;9.479166667;63.64583333;2284.166667;13978;no;97.00657212;26;10.56666667;7.099789178;10.7;4.554040759;0.121947483;4.6;0;6.644311314;0.052740037;2.013829937;179.6113844;225;101;190.1296557;288;89;1.1;5.230232558;6.353023256;87.83;84;0.06;0.2;0.05;0.08
793;23;119.9366736;3.958333333;123.0208333;955.1041667;3243;no;99.91414668;15;8.95;7.279685864;10.1;5.287216207;0.111736364;5.3;0.066957737;6.69997555;0.042263434;2.003866574;183.9629759;232;61;187.9930143;240;110;0.24;4.509090909;6.642727273;88.67;85;0.03;0.27;0.06;0.08
794;23;119.8887922;5.833333333;104.375;1737.395833;11968;no;99.91866528;17;7.065853659;6.569746121;14.7;5.223465067;0.354662143;5.4;0;6.684774171;0.047938459;2.013712068;177.3062809;222;67;192.4781228;225;121;0.45;5.466666667;6.544358974;91.67;88;0.04;0.21;0.05;0.08
795;23;119.9969108;2.916666667;64.79166667;1231.770833;2199;no;105.4849011;6;9.56;6.588052943;8.9;4.738349007;0.21127436;4.6;0;6.587345873;0.058939453;2.0107628;173.1354929;223;122;191.9348659;223;106;0.22;4.6;6.706;90.83;84;0.04;0.21;0.05;0.08
796;23;119.9724879;1.458333333;26.14583333;619.8958333;5219;no;109.9677866;12;8.610526316;6.579009763;8.8;4.558647141;0.071643108;4.6;0;6.581433054;0.044831235;2.000665969;171.6300558;214;119;192.165272;261;161;0.24;4.811111111;6.563888889;87.67;82;0.03;0.21;0.05;0.08
797;23;119.9553214;2.083333333;58.22916667;622.3958333;5052;no;109.9682211;12;6.894736842;6.460048679;9.3;4.560500695;0.068810715;4.6;0;6.527187065;0.043625853;1.997364395;167.4318498;193;115;185.5625869;209;92;0.24;4.466666667;6.447777778;89.67;85;0.04;0.25;0.05;0.08
798;23;119.7945946;9.270833333;51.04166667;1309.0625;3003;no;103.7030114;7;7.546153846;7.149791377;13.2;4.553080404;0.118684817;4.6;0;6.709209885;0.107888229;2.02438566;142.8854856;206;0;193.3150017;229;92;0.65;4.830769231;6.337692308;90.33;84;0.03;0.27;0.05;0.09
799;15;99.92745849;8.818181818;190.0909091;3784.545455;29032;yes;98.85838003;52;8.193269231;3.832312925;13.1;11.23048269;0.731328039;11;3.482345226;8.424989507;0.150570593;2.311288038;52.35598111;57;28;276.2416055;469;162;1.65;10.92427184;8.561747573;94.17;90;0.05;0.05;0.05;0.05
800;15;99.9390649;1.818181818;32.18181818;1271.818182;13972;no;99.99540112;17;6.125454545;3.775641358;6.1;10.26286603;0.142433765;10.3;2.991422648;8.441972013;0.062253127;2.41;56.0526043;60;49;267.4231666;309;243;0.92;11.14727273;8.400727273;89.17;86;0.1;0.05;0.05;0.05
801;15;99.87848912;7.363636364;142.6363636;2602.454545;18086;no;99.94804198;22;6.3;4.179030998;10.1;10.82806149;0.608725491;10.8;0.052813966;8.544340803;0.085587215;2.367665451;58.15607087;66;40;311.323606;1218;116;0.57;10.27014925;8.208507463;93;88;0.05;0.05;0.05;0.05
802;17;159.992093;3.125;53.64583333;867.3958333;7605;no;79.85608171;15;9.347826087;4.821116847;9;7.555138433;0.117387913;7.6;0.096339747;6.562271234;0.073543469;2.05794932;259.4354763;302;207;304.3176912;352;197;0.72;6.894736842;6.124210526;90.33;86;0.05;0.05;0.05;0.05
803;17;160;2.604166667;49.89583333;907.3958333;7841;no;79.97108209;9;4.90952381;5.361187;10;7.860197833;0.110492678;7.9;0.22223269;6.773603391;0.059422821;2.079632595;268.6815827;290;244;296.910504;339;258;0.27;7.93;6.588;93;87;0.02;0.05;0.05;0.05
804;17;160;2.604166667;60.52083333;452.7083333;3532;no;79.97113594;7;5.881818182;5.231913898;8.6;7.658399626;0.117821452;7.7;0.3;6.73155358;0.060516047;2.098118858;270.9330838;284;176;295.043051;345;166;0.18;7.71;6.722;97.5;93;0.05;0.05;0.05;0.05
805;17;160;3.229166667;43.85416667;1101.041667;10208;no;79.94261916;19;5.662068966;4.852673546;9;6.953377111;0.091818494;7;2.275469043;6.739282364;0.060013302;2.15;266.7157598;283;163;276.8386492;319;213;0.27;6.925925926;6.731111111;96.5;94;0.05;0.05;0.05;0.05
806;17;160;1.145833333;24.16666667;312.5;2793;no;79.96844548;5;5.43;4.935291375;7.3;6.954452214;0.090654701;7;2.362610723;6.73774359;0.06012921;2.158573427;265.997669;280;252;268.7025641;307;235;0.18;6.744444444;6.721111111;92.17;88;0.02;0.05;0.05;0.05
807;17;160;2.1875;35.41666667;388.5416667;3167;no;79.94269871;7;4.372727273;4.985926614;8.9;6.954064097;0.09338467;7;2.336367859;6.667097074;0.108818333;2.130390153;265.6832327;300;250;269.6186716;331;146;0.18;6.977777778;6.726666667;85.83;81;0.03;0.05;0.05;0.05
808;17;160;2.8125;42.5;920.4166667;8406;no;79.97138902;21;4.315151515;4.971368322;8.1;7.155670103;0.106485412;7.2;2.365510778;6.674353327;0.086807355;2.121166823;267.9414246;286;253;264.1157451;309;238;0.18;7.021875;6.73875;87.17;85;0.03;0.05;0.05;0.05
809;17;160;0.729166667;22.1875;360.625;3361;no;79.97125637;5;5.218181818;4.977958993;6.8;7.155079217;0.113329843;7.2;2.414771668;6.713732526;0.058830096;2.143033551;268.4315005;282;210;262.3727866;303;156;0.12;6.87;6.714;85.83;80;0.03;0.05;0.05;0.05
810;17;160;1.354166667;23.64583333;324.0625;2839;no;80;4;6.657142857;5.126858736;6.9;7.260269517;0.11729368;7.3;2.368494424;6.638550186;0.084614356;2.114702602;265.0594796;295;234;264.1765799;302;149;0;7.028571429;6.72;89;85;0.02;0.05;0.05;0.05
811;23;140;3.854166667;48.95833333;950;8929;no;99.93327909;14;4.428571429;3.928683128;6;7.559736517;0.115877555;7.6;0.148003294;6.241058049;0.045135622;2.074750926;189.9847674;235;170;312.3886373;348;272;0.46;6.92962963;6.291111111;87.33;82;0.2;0.3;0.06;0.11
812;23;140;1.354166667;52.8125;495.7291667;4592;no;100;8;4.342857143;4.298284314;6.9;7.457026144;0.100222781;7.5;0.325939542;6.207900327;0.055710324;2.08871732;207.2111928;248;176;283.9232026;322;244;0.11;7.964285714;6.270714286;89.83;86;0.02;0.26;0.05;0.09
813;23;140;1.5625;34.16666667;377.2916667;2586;no;99.76072874;8;4.71;4.447560976;7.7;7.558842706;0.126708645;7.6;0.421189894;6.230704971;0.075012923;2.089250204;213.7603912;251;182;280.8414833;339;189;0.15;7.466666667;6.27;86.17;80;0.02;0.21;0.05;0.09
814;23;140;1.770833333;38.33333333;517.1875;4638;no;99.89356536;12;3.85625;4.435437882;6.6;7.557515275;0.102850259;7.6;0.500040733;6.242480652;0.053636286;2.098374745;215.0020367;243;129;268.1837067;305;157;0.1;7.592307692;6.263846154;88.33;83;0.02;0.27;0.05;0.09
815;23;140;1.145833333;37.29166667;276.5625;2389;no;99.96087132;9;4.28;4.426812475;6.6;7.358687728;0.10073906;7.4;0.500202511;6.259518023;0.051596578;2.127484812;216.0477926;248;184;268.200081;299;220;0.15;7.422222222;6.243333333;88.17;80;0.02;0.26;0.05;0.09
816;23;140;1.145833333;22.29166667;361.875;3187;no;99.96669374;8;3.958333333;4.51244898;8.5;7.256367347;0.106631235;7.3;0.534653061;6.269783673;0.073323888;2.129134694;218.1040816;251;190;258.9644898;293;137;0.09;7.272727273;6.255454545;99.83;98;0.02;0.27;0.06;0.09
817;23;140;0.729166667;37.29166667;353.2291667;3285;no;99.93330622;8;5.546153846;4.800245298;6.5;7.056091578;0.098629122;7.1;0.600040883;6.250363859;0.051342613;2.16156991;216.5944399;245;186;261.2281276;291;223;0.15;7.263636364;6.282727273;87.5;82;0.02;0.26;0.05;0.09
818;23;140;0.9375;30;460.2083333;4310;no;100;6;5.166666667;4.451081191;6;7.155242758;0.101980652;7.2;0.6;6.198510812;0.051280996;2.126568747;212.4520604;244;116;256.6136271;299;148;0.08;7.346666667;6.276666667;93.08;78;0.02;0.25;0.05;0.08
819;23;140;1.354166667;38.4375;508.75;4612;no;99.96694881;5;6.8;4.761045805;7;6.954479124;0.102003462;7;0.6;6.232715849;0.04859754;2.16;215.7288204;246;191;254.796514;296;212;0.15;7.192307692;6.259230769;87.67;81;0.05;0.29;0.07;0.09
820;17;119.8754691;2.916666667;82.29166667;900.1041667;8578;no;79.95694444;16;4.148387097;3.421375921;7.2;6.861095506;0.056689437;6.9;0;6.529806882;0.081114458;1.96;31.9195927;53;15;3.654845506;11;0;0.88;6.996666667;6.420666667;89.83;85;0.12;0.05;0.05;0.05
821;17;120;1.145833333;41.66666667;453.5416667;4349;no;79.95688456;12;9.629411765;3.864148304;8.8;7.460580623;0.065248184;7.5;0.036970969;6.442291011;0.058221525;1.88;44.44805876;53;37;5.468695348;10;1;0.1;7.226666667;6.480666667;89.67;85;0.09;0.05;0.05;0.05
822;17;119.9576159;1.666666667;37.70833333;483.9583333;4587;no;79.97839721;11;8.605555556;3.910518934;8.2;6.858870968;0.061904659;6.9;0;6.397482468;0.064414706;1.969817672;41.13604488;58;34;4.28997195;9;0;0.22;7.558823529;6.384705882;86.42;78;0.04;0.05;0.05;0.05
823;17;119.9511111;1.25;22.60416667;120.7291667;1107;no;79.97847969;5;5.271428571;3.70125261;7.6;6.758211552;0.062412368;6.8;0;6.37493389;0.060228239;1.968128045;41.00104384;59;16;4.51809325;9;0;0.14;6.7;6.353333333;87.08;79;0.03;0.05;0.05;0.05
824;17;119.912277;2.083333333;34.27083333;300.3125;2731;no;80;9;4.141666667;4.080154549;7.7;6.858377239;0.067735438;6.9;0;6.394910432;0.05964981;1.976048472;43.57534247;58;15;4.724973656;8;0;0.12;7;6.360833333;88.17;83;0.03;0.05;0.05;0.05
825;17;119.9735459;1.25;41.77083333;196.7708333;1811;no;79.97793345;6;8.166666667;3.692269852;7.4;6.954040759;0.074211807;7;0;6.317635278;0.061922866;1.96;41.74736472;54;17;5.151440618;9;0;0.08;6.775;6.3725;85.67;81;0.04;0.05;0.05;0.05
826;17;119.9456416;1.979166667;37.5;306.1458333;2849;no;79.95644599;8;15.51538462;3.820721036;8.2;6.461148057;0.072004694;6.5;0;6.436114806;0.071850964;2.02;44.66433322;60;14;5.03920196;9;3;0.09;6.745454545;6.4;89.33;85;0.04;0.05;0.05;0.05
827;17;119.9852419;5.104166667;30.72916667;385.4166667;3682;no;79.95686957;11;5.764285714;3.762600489;10.3;6.460363509;0.070822397;6.5;0;6.381667249;0.060792399;2;43.73855295;60;39;5.185948969;22;2;0.09;6.558333333;6.419166667;96.67;93;0.02;0.05;0.05;0.05
828;13;119.984962;1.145833333;42.5;551.4583333;8682;no;80;12;4.95;2.928254307;5.3;5.83521577;0.558847252;5.6;0;5.576988102;0.049544494;1.593846564;79.40206002;88;61;176.4695436;227;120;1.29;6.407142857;5.133928571;90.17;87;0.02;0.05;0.05;0.05
829;13;119.9799965;0.9375;20.625;443.125;8483;no;80;12;4.279310345;2.76153304;4.5;6.360422907;0.071010364;6.4;0;5.471525991;0.045717915;1.513374449;79.05286344;89;62;170.4019383;193;151;0.31;6.172413793;5.4;98.33;92;0.02;0.05;0.05;0.05
830;13;119.9538028;1.71875;48.07291667;505.78125;3717;yes;80;7;3.664285714;2.690434169;6.1;6.271496647;0.090059026;6.3;0.080056477;5.487585598;0.085924053;1.549759972;79.04853512;123;0;173.5180021;280;0;0.27;6.835714286;5.325;94.83;90;0.02;0.05;0.05;0.05
831;13;121.217881;8.333333333;151.6145833;1050.260417;8604;no;30.28051354;21;55.56923077;5.750477032;11.1;5.760611415;0.096501441;5.8;1.866601873;5.657805266;0.06392038;1.712643577;302.1781233;431;14;208.0162573;345;98;1.91;6.2;5.483913043;94.5;88;0.02;0.05;0.05;0.05
832;13;119.9453201;1.822916667;30.05208333;566.6145833;7952;no;80;11;4;2.656039154;7.7;7.466526831;0.580905353;7.6;0.090683447;5.481709491;0.083555895;1.466072365;78.00122356;89;52;177.4022024;205;82;0.31;7.437037037;5.292222222;94.67;92;0.02;0.05;0.05;0.05
833;13;119.9875044;0.625;12.23958333;211.25;4022;no;80;8;4.326666667;2.775314549;4.1;5.956866915;0.064567669;6;0;5.470003544;0.046308232;1.589138756;76.0613149;84;60;163.383484;183;146;0.05;6.42;5.498666667;91.17;85;0.02;0.05;0.05;0.05
834;13;119.9981295;0.729166667;28.17708333;311.4583333;5882;no;80;8;3.031578947;2.78378187;5.2;6.155771955;0.068622297;6.2;0;5.438907578;0.050358657;1.549870751;76.74557365;94;58;168.6069405;196;68;0.16;5.610526316;5.309473684;90.17;83;0.02;0.05;0.05;0.05
835;13;120.0006988;1.927083333;30.41666667;420.625;5101;no;29.99580859;15;8.422222222;5.912859145;8.5;5.458093903;0.078909758;5.5;2.058794674;5.640753329;0.054916603;1.78301857;334.0047302;429;108;177.6392782;253;84;0.18;6.25;5.62875;90.5;82;0.02;0.05;0.05;0.05
836;13;120;0.78125;28.38541667;485.4166667;7319;no;79.98909219;12;4.684;2.803180774;4.4;6.945626436;0.613674049;7.3;0;5.464051953;0.036715131;1.475172292;75.08358367;86;63;163.3191377;232;147;0.55;6.708695652;5.341304348;90.5;89;0.02;0.05;0.05;0.05
837;13;120;1.09375;41.71875;363.4375;1713;no;29.99790466;8;6.455555556;5.776250437;6.8;5.110563134;0.301370546;5;2.086883526;5.603658622;0.05812122;1.817862889;331.7144106;418;24;170.7724729;205;113;0.16;5.8875;5.585;91;82;0.03;0.05;0.05;0.05
838;15;79.94512614;4.727272727;38.54545455;518.9090909;5035;no;44.99454876;13;5.118518519;3.255257816;5.3;8.861472915;0.076809485;8.9;3.624832623;8.472020694;0.057608019;2.427141408;0.293162913;25;0;193.9616555;720;119;1;8.246153846;8.573076923;86.5;82;0.04;0.05;0.05;0.05
839;15;79.94513416;8.090909091;171;1119.818182;5183;yes;44.98899119;14;4.696428571;3.362198068;6.1;8.514576203;0.501753808;8.3;3.559170525;8.558139722;0.076380319;2.466444534;19.8999396;37;0;189.4811758;455;96;0.26;8.540740741;8.387777778;83.17;80;0.02;0.05;0.05;0.05
840;17;119.9793478;2.604166667;46.77083333;529.6875;4975;no;79.95655221;9;7.48;2.692060692;7.9;7.457515879;0.092165599;7.5;0.011856034;6.0650494;0.127534998;1.768352152;2;2;2;209.606916;267;131;0.33;6.45;5.973333333;93.5;90;0.02;0.05;0.05;0.05
841;17;119.9195467;2.5;39.89583333;1620.104167;15504;no;79.97769912;17;3.575510204;3.065417867;7.5;5.660158501;0.086312924;5.7;0;6.096469741;0.093790265;1.935673631;2;2;2;184.7110951;197;113;0.34;6.6125;6.019583333;87.83;82;0.03;0.05;0.05;0.05
842;17;119.9726538;1.354166667;33.33333333;432.5;4065;no;80;6;3.99375;3.254612937;8.5;5.561046306;0.085611419;5.6;0;6.008239661;0.085867801;1.92;2;2;2;188.2792506;209;147;0.34;5.64375;5.9775;87.5;81;0.02;0.05;0.05;0.05
843;17;119.9557828;1.979166667;38.75;1160;11106;no;80;12;3.863888889;3.506321429;7.3;5.35475;0.08574084;5.3;0;6.009282143;0.0774072;1.948553571;2;2;2;195.5089286;210;172;0.49;5.941666667;5.786111111;87.5;85;0.02;0.05;0.05;0.05
844;17;119.9720479;0.729166667;35.41666667;336.4583333;3216;no;79.97780127;8;5.161538462;3.513663717;8.6;5.559327434;0.088975762;5.6;0;6.009051327;0.079801137;1.93;2;2;2;197.4152212;216;183;0.3;5.941666667;5.876666667;83.67;80;0.06;0.05;0.05;0.05
845;17;119.9618796;3.333333333;54.0625;1071.875;1934;yes;79.78042792;6;9.877777778;3.594299789;7.4;5.654112248;0.259627199;5.6;0.013342746;6.074129898;0.101391589;1.925771267;6.124955877;313;2;198.2523826;250;82;0.3;4.9875;5.8175;83;80;0.02;0.05;0.05;0.05
846;17;119.9467491;2.395833333;41.14583333;1189.791667;11344;no;79.97810734;15;3.091666667;3.132153076;8.1;6.953755365;0.091909905;6.9;0.017739628;6.098490701;0.098356132;1.8;64.43955651;516;2;208.8172389;306;141;0.33;6.691176471;6.065588235;87.67;84;0.02;0.05;0.05;0.05
847;17;119.9501064;2.604166667;49.0625;699.1666667;5935;no;79.9121813;12;3.542857143;3.643631823;12.6;5.354944663;0.099738974;5.4;0;6.113862906;0.083523742;1.964855409;20.90574795;805;2;185.0428418;216;96;0.32;7.410526316;6.005789474;86.25;79;0.04;0.05;0.05;0.05
848;17;119.9549505;2.1875;29.0625;1191.041667;11400;no;80;17;4.142857143;3.830290011;7.6;5.654314357;0.100054627;5.7;0;6.126999642;0.082351405;1.931779449;2.264232009;172;2;185.6233441;207;108;0.34;5.537142857;5.955142857;86.67;79;0.02;0.05;0.05;0.05
849;17;119.9928144;2.1875;37.39583333;1439.895833;13739;no;89.91194082;18;4.625;4.144794275;8.4;5.157316637;0.123851741;5.1;0;6.072794275;0.091576655;1.967778175;143.3012522;259;2;160.6354204;204;93;0.36;5.243181818;5.991590909;83.67;80;0.05;0.05;0.05;0.05
850;13;159.9970937;1.5625;27.55208333;981.875;18516;no;79.94237918;21;9.793478261;3.805965242;9.1;6.156411461;0.080417584;6.2;1.106153124;5.598374824;0.064342054;1.786195397;183.926961;271;123;288.8090653;333;248;1.63;7.353488372;5.43255814;93.33;90;0.06;0.05;0.05;0.05
851;13;159.9902205;2.135416667;76.66666667;1297.5;24254;no;79.92268041;19;5.481666667;3.9996673;8.7;5.255014259;0.065726633;5.3;2.500855513;5.644845532;0.060759983;1.907076996;173.8578897;277;106;245.7369297;287;133;0.28;6.296428571;5.646071429;93;91;0.05;0.05;0.05;0.05
852;13;160;0.78125;29.79166667;306.9270833;5782;no;79.98548009;10;4.15625;3.924283028;7.7;4.861448049;0.06059793;4.9;2.727503526;5.682336624;0.043239864;1.987202633;174.5728726;226;145;224.7722144;277;103;0.1;5.473333333;5.714;90;87;0.07;0.05;0.05;0.05
853;13;160;1.09375;17.23958333;515.1041667;9473;no;79.9569245;12;5.266666667;4.148659986;8.8;5.354905616;0.069033009;5.4;2.292938709;5.62756467;0.061013298;1.88233279;171.2474948;276;129;246.4343976;314;105;0.24;4.720833333;5.762916667;91.33;88;0.03;0.05;0.05;0.05
854;13;160;1.09375;24.21875;312.7604167;5709;no;79.997208;10;5.2375;4.155955161;9.8;5.461513312;0.063307191;5.5;2.608734236;5.623070995;0.061791967;1.908388603;177.2094816;276;150;239.9712751;282;180;0.17;6;5.708125;91.33;88;0.13;0.05;0.05;0.05
855;13;160;1.09375;38.17708333;165.4166667;2530;no;79.92772208;5;5.177777778;4.070841121;8.9;5.355121609;0.059112019;5.4;2.705659495;5.606328344;0.042892917;1.933769878;179.1050047;243;122;216.0418616;270;120;0.16;5.275;5.67;89.5;88;0.06;0.05;0.05;0.05
856;23;160;1.979166667;35.9375;697.1875;6422;no;100;10;9.170588235;3.707276995;8.3;6.252488263;0.074295856;6.3;0;6.400370892;0.060257811;2.135464789;211.4173709;245;158;250.9896714;293;146;0.29;5.917647059;6.463529412;88;84;0.03;0.31;0.06;0.08
857;23;160;1.770833333;51.66666667;1242.916667;11657;no;90.06197577;15;4.64;4.086342155;7;6.252410208;0.085931712;6.3;4.73E-05;6.475600189;0.035232009;2.199688091;191.9111531;242;148;255.4740076;289;190;0.12;6.234482759;6.448965517;88.5;84;0.03;0.37;0.08;0.1
858;23;160;2.1875;92.5;1010.9375;4354;yes;89.93258949;7;4.407142857;4.109780066;11.1;6.455383895;0.111447965;6.5;0.050187266;6.529995318;0.049620102;2.168918539;194.3572097;253;65;251.9236891;307;119;0.09;6.084615385;6.442307692;88.33;80;0.02;0.4;0.1;0.1
859;23;159.988517;4.166666667;60;530.2083333;2910;no;89.9330855;8;4.745454545;4.229472209;7.7;6.460177404;0.081190156;6.5;0.000186741;6.573543417;0.044399599;2.151493931;178.8202614;227;64;249.047619;286;135;0.03;6.388888889;6.543333333;88.17;81;0.03;0.22;0.05;0.09
860;23;160;0.9375;32.5;210.4166667;1896;no;89.96657382;5;4.571428571;4.139450396;8.6;6.557382394;0.08507025;6.6;0.056730321;6.53302748;0.044836461;2.151401956;187.8584071;237;62;248.6637168;291;223;0.12;6.4;6.56;86.17;81;0.03;0.29;0.06;0.1
861;13;119.9555924;5.208333333;38.38541667;823.4375;14750;no;79.93007847;24;8.471428571;5.396060499;10.3;6.255665025;0.08457238;6.3;0.008990148;5.453673469;0.092789392;1.46374912;66.56491907;72;60;167.8096411;211;59;1.84;5.865957447;5.643404255;94;88;0.03;0.05;0.05;0.05
862;13;119.9388918;2.447916667;76.82291667;1595.104167;17560;yes;69.98923611;24;8.078947368;3.992951078;14.8;5.171811963;0.181010895;5.2;0.029310647;5.450333275;0.148364751;1.564299246;65.96947904;73;14;166.1126118;190;66;0.69;6.6375;5.666607143;92.33;87;0.02;0.05;0.05;0.05
863;13;119.9876026;1.145833333;22.70833333;429.3229167;8066;no;69.99581006;12;4.340740741;3.760550781;9.7;5.757761796;0.086904909;5.8;0;5.425265743;0.081259086;1.527560077;67.40466585;76;61;163.7091738;185;87;0.46;6.088461538;5.321923077;88.83;83;0.03;0.05;0.05;0.05
864;13;119.9745057;1.666666667;29.58333333;555.78125;8522;no;70;9;4.517241379;3.721948646;10.8;4.940995427;0.086882857;4.9;0;5.416554696;0.136776822;1.60203834;69.00334154;74;59;159.5003517;243;95;0.54;5.475862069;5.356206897;95.17;91;0.02;0.05;0.05;0.05
865;13;119.9773284;1.614583333;32.08333333;567.96875;6605;no;69.88873362;10;3.408695652;4.098877587;14;4.656889279;0.092327324;4.7;0;5.427595782;0.123611721;1.636532513;68.94903339;75;57;157.4810193;186;92;0.25;4.909090909;5.233636364;90.67;86;0.03;0.05;0.05;0.05
866;13;119.9774177;0.78125;16.71875;331.1979167;6281;no;70;6;2.734782609;3.3563331;10.1;5.254968509;0.081530519;5.3;0;5.431172148;0.091576211;1.569683345;68.41689993;74;59;160.0393632;179;108;0.48;4.926086957;5.170434783;91;82;0.04;0.05;0.05;0.05
867;13;119.9583696;1.458333333;28.17708333;575.9375;4658;no;69.97162256;8;8.678947368;3.593572052;8.1;5.082477289;0.492482802;5.4;0;5.45305905;0.094946701;1.590331936;68.50087352;74;58;158.1015024;177;128;0.24;5.317647059;5.307058824;91;85;0.03;0.05;0.05;0.05
868;13;120;0.989583333;17.60416667;237.4479167;3549;no;69.978604;6;7.19375;3.554977137;10.1;4.454951627;0.071592314;4.5;0;5.435669305;0.095136831;1.653751979;68.82656113;75;59;157.9370273;184;97;0.36;4.6;5.451333333;92.17;86;0.03;0.05;0.05;0.05
869;13;119.955118;1.458333333;68.17708333;471.6145833;3499;yes;69.98924731;9;5.25;3.40949235;12.3;4.906886957;0.755328641;4.3;0.047008696;5.368975652;0.153776978;1.594794783;67.89634783;87;62;155.52;218;86;0.29;4.464285714;5.295714286;93.33;86;0.06;0.05;0.05;0.05
870;17;160;2.8125;71.5625;1464.583333;13928;no;89.83039033;22;7.356756757;4.371583924;8.1;6.658345154;0.068984416;6.7;0.017541371;6.633092199;0.053977013;2.182283688;207.0907801;249;69;248.4666667;278;203;1.27;6.508333333;6.533055556;88.33;82;0.1;0.05;0.05;0.05
871;17;160;1.145833333;38.64583333;504.1666667;4747;no;89.96655829;8;5.064285714;4.374801309;7.4;6.658485273;0.06850499;6.7;0.08686302;6.595670874;0.046929641;2.182978027;200.5619448;247;47;250.7615708;280;222;0.03;6.769230769;6.586923077;92.33;90;0.06;0.05;0.05;0.05
872;17;160;1.354166667;38.4375;225.7291667;2058;no;89.96635514;5;4.1875;4.37978424;6.7;6.458208255;0.066013222;6.5;0.1;6.635900563;0.057072204;2.233405253;200.6092871;235;42;239.1604128;276;190;0.09;6.542857143;6.552857143;90.17;84;0.05;0.1;0.05;0.05
873;17;160.0024605;1.354166667;30.10416667;255.5208333;2315;no;89.96658933;7;4.9625;4.375826735;6.5;6.858733116;0.073786404;6.9;0.1;6.58517932;0.053174202;2.173372147;203.0288775;242;38;247.8034467;297;172;0.08;6.628571429;6.602857143;91;85;0.14;0.05;0.05;0.05
874;17;160;0.9375;37.60416667;404.1666667;3815;no;89.89883991;11;4.371428571;4.368706212;8.9;7.054694068;0.072361129;7.1;0.100140121;6.550990191;0.072166412;2.173344232;204.6781878;249;49;233.2737039;275;205;0.12;6.581818182;6.608181818;86.67;80;0.07;0.05;0.05;0.05
875;17;160;0.9375;54.27083333;287.1875;2571;no;89.93305439;8;4.58;4.090518449;7.7;7.358524054;0.074183833;7.4;0.100093414;6.579355441;0.060114806;2.186412891;214.0070061;258;47;223.9537599;270;177;0.18;7.1875;6.59;88.17;82;0.08;0.11;0.06;0.05
876;17;160;3.854166667;56.77083333;278.5416667;2350;no;90;4;3.4875;4.107898449;7.4;7.357169723;0.076334665;7.4;0.100141044;6.62157969;0.070221703;2.199835449;220.8669488;263;54;205.9186648;242;162;0.09;7.4625;6.58625;88.5;81;0.09;0.05;0.05;0.05
877;17;160.0035145;2.8125;79.27083333;561.875;3858;no;89.62843823;22;8.552631579;4.204468485;8.2;7.259180791;0.083299183;7.3;0.100423729;6.663234463;0.076451196;2.225324859;230.2721281;272;38;218.6864407;333;186;0.16;7.37;6.604;91.17;82;0.14;0.11;0.06;0.05
878;17;160;0.729166667;37.29166667;488.9583333;4657;no;89.93296089;5;4.321428571;4.226944705;6.2;6.953561387;0.068566234;7;0.100093721;6.633505155;0.048102199;2.256054358;227.8842549;265;46;203.4156514;246;169;0.12;6.816666667;6.599166667;89;83;0.14;0.12;0.05;0.06
879;15;79.98445404;2;58.09090909;532.4545455;5660;no;44.99424342;15;6.848275862;4.53524302;8.6;9.058552223;0.118546801;9.1;3.805418821;8.362370217;0.098291821;2.508421923;55.178697;109;8;229.2612203;249;99;0.58;9.05;8.0325;87.83;83;0.13;0.05;0.05;0.05
